stock_code,total_number_of_shares,market_value,stock_name,listed_market,wel_delete,enterprise_name,enterprise_id,update_time,gics_code,gics_code4 
002856.SZ,130682331.0,1718472661.6,美芝股份,1,0,深圳市美芝装饰设计工程股份有限公司,29065,2021-05-13 00:00:00,201030,20103010
002857.SZ,126849438.0,1693440000.0,三晖电气,1,0,郑州三晖电气股份有限公司,29066,2021-05-13 00:00:00,201040,20104010
002858.SZ,124864523.0,2059016000.0,力盛赛车,1,0,上海力盛赛车文化股份有限公司,29067,2021-05-13 00:00:00,253010,25301030
002859.SZ,407924198.0,11825722521.250002,洁美科技,1,0,浙江洁美电子科技股份有限公司,29068,2021-05-13 00:00:00,452030,45203015
002860.SZ,201876635.0,3217913571.6,星帅尔,1,0,杭州星帅尔电器股份有限公司,29069,2021-05-13 00:00:00,201040,20104010
002861.SZ,123317666.0,2185189055.4,瀛通通讯,1,0,瀛通通讯股份有限公司,29071,2021-05-13 00:00:00,452030,45203010
002862.SZ,121595744.0,1371600000.0,实丰文化,1,0,实丰文化发展股份有限公司,29070,2021-05-13 00:00:00,252020,25202010
002863.SZ,496863384.0,2543940526.7999997,今飞凯达,1,0,浙江今飞凯达轮毂股份有限公司,29072,2021-05-13 00:00:00,251010,25101010
002864.SZ,91591443.0,2113014600.0,盘龙药业,1,0,陕西盘龙药业集团股份有限公司,16220,2021-05-13 00:00:00,352020,35202010
002865.SZ,129331558.0,2472819403.6,钧达股份,1,0,海南钧达汽车饰件股份有限公司,29073,2021-05-13 00:00:00,251010,25101010
002866.SZ,284419135.0,3922139881.8599997,传艺科技,1,0,江苏传艺科技股份有限公司,29074,2021-05-13 00:00:00,452030,45203010
002867.SZ,722578158.0,20513993920.07,周大生,1,0,周大生珠宝股份有限公司,29076,2021-05-13 00:00:00,252030,25203010
002868.SZ,156974245.0,1722007473.9599998,绿康生化,1,0,绿康生化股份有限公司,29075,2021-05-13 00:00:00,352020,35202010
002869.SZ,181216920.0,3381507735.84,金溢科技,1,0,深圳市金溢科技股份有限公司,29077,2021-05-13 00:00:00,452030,45203010
002870.SZ,110625589.0,2756789699.9999995,香山股份,1,0,广东香山衡器集团股份有限公司,29078,2021-05-13 00:00:00,452030,45203010
002871.SZ,116930028.0,1637020400.0,伟隆股份,1,0,青岛伟隆阀门股份有限公司,29079,2021-05-13 00:00:00,201060,20106020
002872.SZ,324128479.0,1513680000.0,ST天圣,1,1,天圣制药集团股份有限公司,29080,2021-05-13 00:00:00,352010,35201010
002873.SZ,120881494.0,2204878460.7,新天药业,1,0,贵阳新天药业股份有限公司,29081,2021-05-13 00:00:00,352020,35202010
002873.SZ,120881494.0,2204878460.7,新天药业,1,0,贵阳新天药业股份有限公司,29081,2021-05-13 00:00:00,352020,35202010
002875.SZ,167521007.0,1899688229.8999999,安奈儿,1,0,深圳市安奈儿股份有限公司,29082,2021-05-13 00:00:00,252030,25203010
002876.SZ,172725269.0,9323710053.84,三利谱,1,0,深圳市三利谱光电科技股份有限公司,29083,2021-05-13 00:00:00,452030,45203015
002877.SZ,334578202.0,2164720967.22,智能自控,1,0,无锡智能自控工程股份有限公司,29084,2021-05-13 00:00:00,201060,20106020
002878.SZ,229228722.0,4286577111.52,元隆雅图,1,0,北京元隆雅图文化传播股份有限公司,29085,2021-05-13 00:00:00,502010,50201010
002879.SZ,194887433.0,2960340121.2000003,长缆科技,1,0,长缆电工科技股份有限公司,29086,2021-05-13 00:00:00,201040,20104010
002880.SZ,163668639.0,7468200000.0,卫光生物,1,0,深圳市卫光生物制品股份有限公司,29087,2021-05-13 00:00:00,352010,35201010
002881.SZ,177282364.0,3561602700.0,美格智能,1,0,美格智能技术股份有限公司,29088,2021-05-13 00:00:00,452030,45203020
002882.SZ,432900000.0,3753243000.0,金龙羽,1,0,金龙羽集团股份有限公司,29089,2021-05-13 00:00:00,201040,20104010
002883.SZ,131112001.0,1599566422.56,中设股份,1,0,江苏中设集团股份有限公司,29090,2021-05-13 00:00:00,202010,20201070
002883.SZ,131112001.0,1599566422.56,中设股份,1,0,江苏中设集团股份有限公司,29090,2021-05-13 00:00:00,0,0
002884.SZ,257036101.0,7898719407.6,凌霄泵业,1,0,广东凌霄泵业股份有限公司,29091,2021-05-13 00:00:00,201060,20106020
002884.SZ,257036101.0,7898719407.6,凌霄泵业,1,0,广东凌霄泵业股份有限公司,29091,2021-05-13 00:00:00,0,0
002885.SZ,177140587.0,2230200000.0,京泉华,1,0,深圳市京泉华科技股份有限公司,29092,2021-05-13 00:00:00,452030,45203015
002886.SZ,226077020.0,3094994406.1400003,沃特股份,1,0,深圳市沃特新材料股份有限公司,29093,2021-05-13 00:00:00,151010,15101010
002887.SZ,311164285.0,3485040000.0,绿茵生态,1,0,天津绿茵景观生态建设股份有限公司,29094,2021-05-13 00:00:00,201030,20103010
002888.SZ,125231339.0,1688118456.0,惠威科技,1,0,广州惠威电声科技股份有限公司,29095,2021-05-13 00:00:00,252010,25201010
002889.SZ,136188414.0,4129232727.1,东方嘉盛,1,0,深圳市东方嘉盛供应链股份有限公司,29096,2021-05-13 00:00:00,203010,20301010
002890.SZ,66641262.0,1546077300.0,弘宇股份,1,0,山东弘宇农机股份有限公司,29097,2021-05-13 00:00:00,201060,20106015
002891.SZ,211339665.0,10342963213.0,中宠股份,1,0,烟台中宠食品股份有限公司,29098,2021-05-13 00:00:00,302020,30202030
002892.SZ,144109680.0,2882193600.0,科力尔,1,0,科力尔电机集团股份有限公司,29099,2021-05-13 00:00:00,201040,20104010
002893.SZ,199945087.0,2165405299.2,华通热力,1,0,北京华远意通热力科技股份有限公司,29100,2021-05-13 00:00:00,551030,55103010
002895.SZ,488905154.0,4952609220.0,川恒股份,1,0,贵州川恒化工股份有限公司,29101,2021-05-13 00:00:00,151010,15101030
002896.SZ,81527834.0,2006400000.0,中大力德,1,0,宁波中大力德智能传动股份有限公司,16643,2021-05-13 00:00:00,201060,20106020
002897.SZ,172543776.0,3461228160.0,意华股份,1,0,温州意华接插件股份有限公司,29102,2021-05-13 00:00:00,452010,45201020
002898.SZ,183017241.0,1698400000.0,赛隆药业,1,0,珠海赛隆药业股份有限公司,29104,2021-05-13 00:00:00,352020,35202010
002899.SZ,121889763.0,1548000000.0,英派斯,1,0,青岛英派斯健康科技股份有限公司,29103,2021-05-13 00:00:00,252020,25202010
002900.SZ,328054279.0,8070135274.500001,哈三联,1,0,哈尔滨三联药业股份有限公司,26555,2021-05-13 00:00:00,352020,35202010
002901.SZ,438279471.0,27957847518.600002,大博医疗,1,0,大博医疗科技股份有限公司,26553,2021-05-13 00:00:00,351010,35101010
002902.SZ,210401529.0,2200800000.0,铭普光磁,1,0,东莞铭普光磁股份有限公司,26554,2021-05-13 00:00:00,452010,45201020
002903.SZ,150605817.0,2174748000.0,宇环数控,1,0,宇环数控机床股份有限公司,26556,2021-05-13 00:00:00,201060,20106020
002905.SZ,377182130.0,3292800000.0,金逸影视,1,0,广州金逸影视传媒股份有限公司,26557,2021-05-13 00:00:00,502020,50202010
002906.SZ,443639560.0,12111360000.0,华阳集团,1,0,惠州市华阳集团股份有限公司,26558,2021-05-13 00:00:00,251010,25101010
002907.SZ,442008441.0,5198019273.360001,华森制药,1,0,重庆华森制药股份有限公司,26559,2021-05-13 00:00:00,352020,35202010
002908.SZ,201048157.0,2842820947.1,德生科技,1,0,广东德生科技股份有限公司,26560,2021-05-13 00:00:00,451020,45102010
002909.SZ,268507089.0,2518596498.6,集泰股份,1,0,广州集泰化工股份有限公司,26561,2021-05-13 00:00:00,151010,15101020
002910.SZ,232774861.0,2402236568.0,庄园牧场,1,0,兰州庄园牧场股份有限公司,26562,2021-05-13 00:00:00,302020,30202030
002910.SZ,232774861.0,2402236568.0,庄园牧场,1,0,兰州庄园牧场股份有限公司,26562,2021-05-13 00:00:00,0,0
002911.SZ,925301052.0,8790360000.0,佛燃能源,1,0,佛燃能源集团股份有限公司,26563,2021-05-13 00:00:00,551020,55102010
002912.SZ,176705556.0,6898584921.6,中新赛克,1,0,深圳市中新赛克科技股份有限公司,26564,2021-05-13 00:00:00,451020,45102020
002913.SZ,163278590.0,11233567027.92,奥士康,1,0,奥士康科技股份有限公司,26565,2021-05-13 00:00:00,452030,45203015
002915.SZ,203529785.0,4231384236.7,中欣氟材,1,0,浙江中欣氟材股份有限公司,26566,2021-05-13 00:00:00,151010,15101020
002916.SZ,493298090.0,39488512167.0,深南电路,1,0,深南电路股份有限公司,26567,2021-05-13 00:00:00,452030,45203015
002917.SZ,271344000.0,2311850880.0,金奥博,1,0,深圳市金奥博科技股份有限公司,26568,2021-05-13 00:00:00,151010,15101050
002918.SZ,405303316.0,12738683253.0,蒙娜丽莎,1,0,蒙娜丽莎集团股份有限公司,26569,2021-05-13 00:00:00,201020,20102010
002919.SZ,121198174.0,6473194485.000001,名臣健康,1,0,名臣健康用品股份有限公司,26570,2021-05-13 00:00:00,303020,30302010
002920.SZ,543028090.0,53548000000.0,德赛西威,1,0,惠州市德赛西威汽车电子股份有限公司,26571,2021-05-13 00:00:00,251010,25101010
002921.SZ,106621450.0,1672890557.3600001,联诚精密,1,0,山东联诚精密制造股份有限公司,26572,2021-05-13 00:00:00,251010,25101010
002922.SZ,175413246.0,2485605699.0,伊戈尔,1,0,伊戈尔电气股份有限公司,26573,2021-05-13 00:00:00,201040,20104010
002923.SZ,193770097.0,3464609344.0000005,润都股份,1,0,珠海润都制药股份有限公司,26574,2021-05-13 00:00:00,352020,35202010
002925.SZ,775988907.0,32537214906.870003,盈趣科技,1,0,厦门盈趣科技股份有限公司,26575,2021-05-13 00:00:00,452030,45203010
002926.SZ,2619360902.0,24386250000.0,华西证券,1,0,华西证券股份有限公司,26576,2021-05-13 00:00:00,402030,40203020
002927.SZ,221709356.0,2283606377.0,泰永长征,1,0,贵州泰永长征技术股份有限公司,26577,2021-05-13 00:00:00,201040,20104010
002928.SZ,1014957997.0,14798087602.4,华夏航空,1,0,华夏航空股份有限公司,26578,2021-05-13 00:00:00,203020,20302010
002929.SZ,218936950.0,5074958517.53,润建股份,1,0,润建股份有限公司,26579,2021-05-13 00:00:00,501020,50102010
002930.SZ,456237272.0,7117301453.29,宏川智慧,1,0,广东宏川智慧物流股份有限公司,26580,2021-05-13 00:00:00,203010,20301010
002930.SZ,456237272.0,7117301453.29,宏川智慧,1,0,广东宏川智慧物流股份有限公司,26580,2021-05-13 00:00:00,203010,20301010
002931.SZ,142388696.0,2241198080.0,锋龙股份,1,0,浙江锋龙电气股份有限公司,26581,2021-05-13 00:00:00,201060,20106015
002932.SZ,68235034.0,6175270605.030001,明德生物,1,0,武汉明德生物科技股份有限公司,16404,2021-05-13 00:00:00,352030,35203010
002932.SZ,68235034.0,6175270605.030001,明德生物,1,0,武汉明德生物科技股份有限公司,16404,2021-05-13 00:00:00,352030,35203010
002933.SZ,117892146.0,2807012000.0,新兴装备,1,0,北京新兴东方航空装备股份有限公司,13236,2021-05-13 00:00:00,201010,20101010
002935.SZ,207793487.0,4058206815.0,天奥电子,1,0,成都天奥电子股份有限公司,26582,2021-05-13 00:00:00,452030,45203015
002936.SZ,7493816643.0,27727121582.1,郑州银行,1,0,郑州银行股份有限公司,26583,2021-05-13 00:00:00,401010,40101015
002936.SZ,7493816643.0,27727121582.1,郑州银行,1,0,郑州银行股份有限公司,26583,2021-05-13 00:00:00,0,0
002937.SZ,298206301.0,3915448740.0,兴瑞科技,1,0,宁波兴瑞电子科技股份有限公司,26584,2021-05-13 00:00:00,452030,45203010
002938.SZ,2331206918.0,68117866147.520004,鹏鼎控股,1,0,鹏鼎控股(深圳)股份有限公司,26585,2021-05-13 00:00:00,452030,45203015
002939.SZ,3113073280.0,29978895690.66,长城证券,1,0,长城证券股份有限公司,13242,2021-05-13 00:00:00,402030,40203020
002940.SZ,98151002.0,2905269679.32,昂利康,1,0,浙江昂利康制药股份有限公司,26587,2021-05-13 00:00:00,352020,35202010
002941.SZ,645016242.0,7108078986.84,新疆交建,1,0,新疆交通建设集团股份有限公司,26586,2021-05-13 00:00:00,201030,20103010
002942.SZ,121081081.0,2822400000.0,新农股份,1,0,浙江新农化工股份有限公司,26588,2021-05-13 00:00:00,151010,15101030
002942.SZ,121081081.0,2822400000.0,新农股份,1,0,浙江新农化工股份有限公司,26588,2021-05-13 00:00:00,302020,30202010
002942.SZ,121081081.0,2822400000.0,新农股份,1,0,浙江新农化工股份有限公司,26588,2021-05-13 00:00:00,151010,15101030
002943.SZ,100000000.0,1587000000.0,宇晶股份,1,0,湖南宇晶机器股份有限公司,26589,2021-05-13 00:00:00,201060,20106020
002945.SZ,2692894736.0,30699000000.0,华林证券,1,0,华林证券股份有限公司,26590,2021-05-13 00:00:00,402030,40203020
002946.SZ,883193019.0,15394054321.5,新乳业,1,0,新希望乳业股份有限公司,26591,2021-05-13 00:00:00,302020,30202030
002947.SZ,165435576.0,3786820349.0000005,恒铭达,1,0,苏州恒铭达电子科技股份有限公司,26592,2021-05-13 00:00:00,452020,45202030
002948.SZ,4491935314.0,22819031400.0,青岛银行,1,0,青岛银行股份有限公司,26593,2021-05-13 00:00:00,401010,40101015
002948.SZ,4491935314.0,22819031400.0,青岛银行,1,0,青岛银行股份有限公司,26593,2021-05-13 00:00:00,0,0
002949.SZ,196030977.0,3616771525.65,华阳国际,1,0,深圳市华阳国际工程设计股份有限公司,26594,2021-05-13 00:00:00,202010,20201070
002949.SZ,196030977.0,3616771525.65,华阳国际,1,0,深圳市华阳国际工程设计股份有限公司,26594,2021-05-13 00:00:00,202010,20201070
002950.SZ,641874755.0,12747632642.910002,奥美医疗,1,0,奥美医疗用品股份有限公司,26595,2021-05-13 00:00:00,351010,35101010
002951.SZ,403877079.0,4369950000.0,金时科技,1,0,四川金时科技股份有限公司,26596,2021-05-13 00:00:00,202010,20201010
002952.SZ,167698773.0,2297473200.0,亚世光电,1,0,亚世光电(集团)股份有限公司,0,2021-05-13 00:00:00,452030,45203015
002952.SZ,167698773.0,2297473200.0,亚世光电,1,0,亚世光电(集团)股份有限公司,0,2021-05-13 00:00:00,452030,45203015
002953.SZ,174365964.0,3478600991.2799997,日丰股份,1,0,广东日丰电缆股份有限公司,26598,2021-05-13 00:00:00,201040,20104010
002955.SZ,239610882.0,4761068235.3,鸿合科技,1,0,鸿合科技股份有限公司,26599,2021-05-13 00:00:00,452030,45203010
002956.SZ,175994427.0,5052800000.0,西麦食品,1,0,桂林西麦食品股份有限公司,26600,2021-05-13 00:00:00,302020,30202030
002957.SZ,413431903.0,7474848810.000001,科瑞技术,1,0,深圳科瑞技术股份有限公司,26601,2021-05-13 00:00:00,201060,20106020
002958.SZ,5555573415.0,24222300089.4,青农商行,1,0,青岛农村商业银行股份有限公司,26602,2021-05-13 00:00:00,401010,40101015
002959.SZ,154836154.0,10792080000.0,小熊电器,1,0,小熊电器股份有限公司,26603,2021-05-13 00:00:00,252010,25201040
002960.SZ,246209999.0,9159012000.0,青鸟消防,1,0,青鸟消防股份有限公司,26604,2021-05-13 00:00:00,452030,45203010
002961.SZ,450249778.0,8788875669.25,瑞达期货,1,0,瑞达期货股份有限公司,26605,2021-05-13 00:00:00,402030,40203020
002962.SZ,244699000.0,3805069450.0,五方光电,1,0,湖北五方光电股份有限公司,26606,2021-05-13 00:00:00,452030,45203015
002963.SZ,150359930.0,2338096911.5,豪尔赛,1,0,豪尔赛科技集团股份有限公司,26607,2021-05-13 00:00:00,201030,20103010
002965.SZ,149475662.0,4231656000.0,祥鑫科技,1,0,祥鑫科技股份有限公司,26608,2021-05-13 00:00:00,251010,25101010
002966.SZ,3351254480.0,24933333338.32,苏州银行,1,0,苏州银行股份有限公司,26609,2021-05-13 00:00:00,401010,40101015
002967.SZ,524977719.0,18316472640.0,广电计量,1,0,广州广电计量检测股份有限公司,26610,2021-05-13 00:00:00,202020,20202020
002967.SZ,524977719.0,18316472640.0,广电计量,1,0,广州广电计量检测股份有限公司,26610,2021-05-13 00:00:00,202020,20202020
002968.SZ,159388616.0,6823426679.999999,新大正,1,0,重庆新大正物业集团股份有限公司,26611,2021-05-13 00:00:00,601020,60102040
002968.SZ,159388616.0,6823426679.999999,新大正,1,0,重庆新大正物业集团股份有限公司,26611,2021-05-13 00:00:00,601020,60102040
002969.SZ,947791865.0,5080164400.15,嘉美包装,1,0,嘉美食品包装(滁州)股份有限公司,26612,2021-05-13 00:00:00,151030,15103010
002970.SZ,172673061.0,6300840000.0,锐明技术,1,0,深圳市锐明技术股份有限公司,26613,2021-05-13 00:00:00,452030,45203010
002971.SZ,159675949.0,3153600000.0,和远气体,1,0,湖北和远气体股份有限公司,26614,2021-05-13 00:00:00,151010,15101020
002972.SZ,176728621.0,3050336000.0,科安达,1,0,深圳科安达电子科技股份有限公司,26615,2021-05-13 00:00:00,452030,45203010
002972.SZ,176728621.0,3050336000.0,科安达,1,0,深圳科安达电子科技股份有限公司,26615,2021-05-13 00:00:00,452030,45203010
002973.SZ,403976924.0,6697937400.0,侨银股份,1,0,侨银城市管理股份有限公司,0,2021-05-13 00:00:00,202010,20201050
002975.SZ,140572458.0,10434693600.0,博杰股份,1,0,珠海博杰电子股份有限公司,26617,2021-05-13 00:00:00,201060,20106020
002976.SZ,100044228.0,2262000000.0,瑞玛工业,1,0,苏州瑞玛精密工业股份有限公司,26618,2021-05-13 00:00:00,201060,20106020
002977.SZ,72100479.0,6009575000.0,天箭科技,1,0,成都天箭科技股份有限公司,26619,2021-05-13 00:00:00,201010,20101010
002978.SZ,393455315.0,20912150000.0,安宁股份,1,0,四川安宁铁钛股份有限公司,101444,2021-05-13 00:00:00,151040,15104020
002979.SZ,207000000.0,8611200000.0,雷赛智能,1,0,深圳市雷赛智能控制股份有限公司,101445,2021-05-13 00:00:00,201060,20106020
002980.SZ,132658743.0,4981335824.0,华盛昌,1,0,深圳市华盛昌科技实业股份有限公司,101446,2021-05-13 00:00:00,452030,45203010
002981.SZ,97138650.0,2375040000.0,朝阳科技,1,0,广东朝阳电子科技股份有限公司,101447,2021-05-13 00:00:00,452030,45203010
002982.SZ,100529362.0,4398159600.0,湘佳股份,1,0,湖南湘佳牧业股份有限公司,101448,2021-05-13 00:00:00,302020,30202030
002983.SZ,143831556.0,3788523200.0,芯瑞达,1,0,安徽芯瑞达科技股份有限公司,101449,2021-05-13 00:00:00,452030,45203015
002984.SZ,639153828.0,20139737140.0,森麒麟,1,0,青岛森麒麟轮胎股份有限公司,101450,2021-05-13 00:00:00,251010,25101020
002985.SZ,150885911.0,21848280000.0,北摩高科,1,0,北京北摩高科摩擦材料股份有限公司,101451,2021-05-13 00:00:00,201010,20101010
002986.SZ,112686366.0,3907963200.0,宇新股份,1,0,湖南宇新能源科技股份有限公司,101452,2021-05-13 00:00:00,151010,15101020
002987.SZ,160988563.0,7136623008.44,京北方,1,0,京北方信息技术股份有限公司,101453,2021-05-13 00:00:00,451020,45102020
002988.SZ,233291126.0,3126101100.0,豪美新材,1,0,广东豪美新材股份有限公司,101454,2021-05-13 00:00:00,151040,15104010
002989.SZ,148166582.0,5897030000.0,中天精装,1,0,深圳中天精装股份有限公司,101455,2021-05-13 00:00:00,201030,20103010
002990.SZ,125655375.0,8139955200.0,盛视科技,1,0,盛视科技股份有限公司,101456,2021-05-13 00:00:00,451020,45102010
002990.SZ,125655375.0,8139955200.0,盛视科技,1,0,盛视科技股份有限公司,101456,2021-05-13 00:00:00,0,0
002991.SZ,92270463.0,6641627958.75,甘源食品,1,0,甘源食品股份有限公司,101457,2021-05-13 00:00:00,301010,30101030
002992.SZ,138281640.0,2974438082.0000005,宝明科技,1,0,深圳市宝明科技股份有限公司,101458,2021-05-13 00:00:00,452030,45203015
002993.SZ,232123717.0,8792846400.0,奥海科技,1,0,东莞市奥海科技股份有限公司,101459,2021-05-13 00:00:00,252010,25201010
002995.SZ,64585205.0,2955419000.0,天地在线,1,0,北京全时天地在线网络信息股份有限公司,101460,2021-05-13 00:00:00,451020,45102030
002996.SZ,454610764.0,9460450000.0,顺博合金,1,0,重庆顺博铝合金股份有限公司,101461,2021-05-13 00:00:00,151040,15104010
002996.SZ,454610764.0,9460450000.0,顺博合金,1,0,重庆顺博铝合金股份有限公司,101461,2021-05-13 00:00:00,151040,15104010
002997.SZ,181047272.0,3385584000.0,瑞鹄模具,1,0,瑞鹄汽车模具股份有限公司,101462,2021-05-13 00:00:00,251010,25101010
002997.SZ,181047272.0,3385584000.0,瑞鹄模具,1,0,瑞鹄汽车模具股份有限公司,101462,2021-05-13 00:00:00,251010,25101010
002998.SZ,322349564.0,3378223440.0,优彩资源,1,0,优彩环保资源科技股份有限公司,101463,2021-05-13 00:00:00,252030,25203030
002999.SZ,248493666.0,2887496400.0,天禾股份,1,0,广东天禾农资股份有限公司,101464,2021-05-13 00:00:00,151010,15101030
003000.SZ,397717679.0,5552138800.0,劲仔食品,1,0,劲仔食品集团股份有限公司,0,2021-05-13 00:00:00,302020,30202010
003001.SZ,95972523.0,3678626815.68,中岩大地,1,0,北京中岩大地科技股份有限公司,101465,2021-05-13 00:00:00,201030,20103010
003001.SZ,95972523.0,3678626815.68,中岩大地,1,0,北京中岩大地科技股份有限公司,101465,2021-05-13 00:00:00,201030,20103010
003002.SZ,200596125.0,2692000000.0,壶化股份,1,0,山西壶化集团股份有限公司,101466,2021-05-13 00:00:00,151010,15101010
003003.SZ,174730437.0,2638429600.0,天元股份,1,0,广东天元实业集团股份有限公司,101467,2021-05-13 00:00:00,202010,20201010
003004.SZ,81334641.0,2370904800.0,声迅股份,1,0,北京声迅电子股份有限公司,0,2021-05-13 00:00:00,451020,45102010
003005.SZ,100275354.0,3954860000.0,竞业达,1,0,北京竞业达数码科技股份有限公司,101468,2021-05-13 00:00:00,451020,45102010
003006.SZ,430655608.0,10882667231.999998,百亚股份,1,0,重庆百亚卫生用品股份有限公司,101469,2021-05-13 00:00:00,303010,30301010
003007.SZ,80177449.0,2168800000.0,直真科技,1,0,北京直真科技股份有限公司,101470,2021-05-13 00:00:00,451020,45102010
003008.SZ,80167414.0,2681600000.0,开普检测,1,0,许昌开普检测研究院股份有限公司,101471,2021-05-13 00:00:00,202010,20201070
003009.SZ,157626136.0,7785154881.299999,中天火箭,1,0,陕西中天火箭技术股份有限公司,101472,2021-05-13 00:00:00,203010,20301010
003010.SZ,121997915.0,3486700416.0,若羽臣,1,0,广州若羽臣科技股份有限公司,101473,2021-05-13 00:00:00,451020,45102020
003010.SZ,121997915.0,3486700416.0,若羽臣,1,0,广州若羽臣科技股份有限公司,101473,2021-05-13 00:00:00,451020,45102020
003011.SZ,72376869.0,3361905600.0,海象新材,1,0,浙江海象新材料股份有限公司,26486,2021-05-13 00:00:00,252010,25201020
003012.SZ,1144911504.0,21993750000.0,东鹏控股,1,0,广东东鹏控股股份有限公司,101474,2021-05-13 00:00:00,252010,25201020
003012.SZ,1144911504.0,21993750000.0,东鹏控股,1,0,广东东鹏控股股份有限公司,101474,2021-05-13 00:00:00,0,0
003013.SZ,399032936.0,8168204200.0,地铁设计,1,0,广州地铁设计研究院股份有限公司,101475,2021-05-13 00:00:00,202020,20202020
003015.SZ,281066667.0,3597653337.6,日久光电,1,0,江苏日久光电股份有限公司,101476,2021-05-13 00:00:00,452030,45203010
003015.SZ,281066667.0,3597653337.6,日久光电,1,0,江苏日久光电股份有限公司,101476,2021-05-13 00:00:00,452030,45203010
003016.SZ,430502864.0,4309333670.0,欣贺股份,1,0,欣贺股份有限公司,101477,2021-05-13 00:00:00,252030,25203010
003017.SZ,60151133.0,2388000000.0,大洋生物,1,0,浙江大洋生物科技集团股份有限公司,101478,2021-05-13 00:00:00,151010,15101010
003017.SZ,60151133.0,2388000000.0,大洋生物,1,0,浙江大洋生物科技集团股份有限公司,101478,2021-05-13 00:00:00,151010,15101010
003018.SZ,260900432.0,3013400000.0,金富科技,1,0,金富科技股份有限公司,101479,2021-05-13 00:00:00,151030,15103010
003019.SZ,127951107.0,3349760000.0,宸展光电,1,0,宸展光电(厦门)股份有限公司,0,2021-05-13 00:00:00,452030,45203015
003020.SZ,99304748.0,4279041599.9999995,立方制药,1,0,合肥立方制药股份有限公司,0,2021-05-13 00:00:00,301010,30101010
003021.SZ,105826890.0,9364621580.0,兆威机电,1,0,深圳市兆威机电股份有限公司,0,2021-05-13 00:00:00,201060,20106020
003022.SZ,1292894849.0,33990205600.0,联泓新科,1,0,联泓新材料科技股份有限公司,0,2021-05-13 00:00:00,151010,15101050
003023.SZ,81248446.0,2433390960.0,彩虹集团,1,0,成都彩虹电器(集团)股份有限公司,0,2021-05-13 00:00:00,452030,45203010
003025.SZ,81063471.0,2902882900.0,思进智能,1,0,思进智能成形装备股份有限公司,0,2021-05-13 00:00:00,201060,20106020
003026.SZ,103361810.0,8130440000.0,中晶科技,1,0,浙江中晶科技股份有限公司,0,2021-05-13 00:00:00,453010,45301020
003027.SZ,130702311.0,3898849950.0,同兴环保,1,0,同兴环保科技股份有限公司,0,2021-05-13 00:00:00,202010,20201050
003028.SZ,107809624.0,4883776000.0,振邦智能,1,0,深圳市振邦智能科技股份有限公司,0,2021-05-13 00:00:00,452030,45203010
003029.SZ,182696575.0,4161828000.0,吉大正元,1,0,长春吉大正元信息技术股份有限公司,0,2021-05-13 00:00:00,451030,45103020
003030.SZ,128977492.0,3795807600.0,祖名股份,1,0,祖名豆制品股份有限公司,0,2021-05-13 00:00:00,302020,30202010
003030.SZ,128977492.0,3795807600.0,祖名股份,1,0,祖名豆制品股份有限公司,0,2021-05-13 00:00:00,302020,30202010
003031.SZ,108617780.0,6650666687.450001,中瓷电子,1,0,河北中瓷电子科技股份有限公司,0,2021-05-13 00:00:00,252010,25201010
003032.SZ,411404046.0,8318589825.0,传智教育,1,0,江苏传智播客教育科技股份有限公司,0,2021-05-13 00:00:00,253020,25302010
003033.SZ,79847758.0,2813835000.0,征和工业,1,0,青岛征和工业股份有限公司,0,2021-05-13 00:00:00,201060,20106020
003035.SZ,3731184623.0,39886363627.11,南网能源,1,0,南方电网综合能源股份有限公司,0,2021-05-13 00:00:00,202010,20201050
003036.SZ,213005671.0,3380400000.0,泰坦股份,1,0,浙江泰坦股份有限公司,0,2021-05-13 00:00:00,201060,20106020
003037.SZ,512613091.0,7945502913.910001,三和管桩,1,0,广东三和管桩股份有限公司,0,2021-05-13 00:00:00,201020,20102010
003037.SZ,512613091.0,7945502913.910001,三和管桩,1,0,广东三和管桩股份有限公司,0,2021-05-13 00:00:00,0,0
003038.SZ,103005145.0,3289984361.4,鑫铂股份,1,0,安徽鑫铂铝业股份有限公司,0,2021-05-13 00:00:00,151040,15104010
003039.SZ,622357797.0,28591117199.0,顺控发展,1,0,广东顺控发展股份有限公司,0,2021-05-13 00:00:00,551040,55104010
003039.SZ,622357797.0,28591117199.0,顺控发展,1,0,广东顺控发展股份有限公司,0,2021-05-13 00:00:00,551040,55104010
003040.SZ,474343024.0,17721455403.96,楚天龙,1,0,楚天龙股份有限公司,0,2021-05-13 00:00:00,252020,25202010
003041.SZ,100126382.0,3169000000.0,真爱美家,1,0,浙江真爱美家股份有限公司,0,2021-05-13 00:00:00,252030,25203030
003042.SZ,109274777.0,3682560000.0,中农联合,1,0,山东中农联合生物科技股份有限公司,0,2021-05-13 00:00:00,151010,15101030
003042.SZ,109274777.0,3682560000.0,中农联合,1,0,山东中农联合生物科技股份有限公司,0,2021-05-13 00:00:00,151010,15101030
003043.SZ,80000000.0,4501600000.0,华亚智能,1,0,苏州华亚智能科技股份有限公司,101480,2021-05-13 00:00:00,453010,45301010
003816.SZ,50681577082.0,139881152747.0,中国广核,1,0,中国广核电力股份有限公司,26620,2021-05-13 00:00:00,551010,55101010
300001.SZ,1030273163.0,24654436790.97,特锐德,1,0,青岛特锐德电气股份有限公司,26621,2021-05-13 00:00:00,201040,20104010
