,consumption_score,technology_score,medicine_score,emerging_score,macroeconomic_policy_factor,heat_score,heat_growth_score,sentiment_score,public_opinion_factor,delta_v_score,delta_ratio_score,position_score,foreign_shareholder_factor,rev_score,EPS_score,NI_score,ROE_score,institution_expectation_factor,oi_score,tp_score,np_score,npp_score,cfo_score,at_score,it_score,art_score,roe_score,roa_score,gpm_score,sfgr_score,d2a_score,cr_score,cfogr_score,financial_factor
sz300231,0.0,0.6196460445576497,0.0,0.0,0.6196460445576497,,,,,,,,,,,,,,0.0359491240700744,0.06103678929765887,0.0543956043956044,0.05277246653919694,0.05210474791972589,0.028437900443568268,0.0220078853046595,0.02917792015771316,0.029686001917545543,0.02941740589786622,0.0331787109375,0.0038112064613831376,0.04996512183468706,0.025320146520146525,0.01188158844765343,0.5191426201449835
sz300735,0.0,0.6110899407532538,0.0,0.0,0.6110899407532538,,,,,,,,,,,0.1463809812235009,,0.1463809812235009,0.053323734101271905,0.026899187768752986,0.031677018633540374,0.03776290630975143,0.05993636808614782,0.018280926564810254,0.03121792114695341,0.019590192212912767,0.013506711409395975,0.018916327019899305,0.01351318359375,0.02727158001009591,0.004115145723841376,0.06122930402930404,0.01691696750902527,0.43415747411945277
sh600756,0.0,0.5826240463530858,0.0,0.0,0.5826240463530858,,,,,,,,,,,,,,0.0009839212862970963,0.029765886287625422,0.0327281414237936,0.026075525812619505,0.009593734703866864,0.010970182355840317,0.009738351254480289,0.01068555938886151,0.017485618408437202,0.015967393910333253,0.045031738281250004,0.0032433114588591608,0.06298853320592451,0.004835164835164836,0.04342815884476534,0.32352122145811896
sh600406,0.0,0.5807888812637259,0.0,1.4985752855948402,2.079364166858566,,,,,,,,,,0.08405311158798283,0.07085099939430647,,0.1549041109822893,0.08339332853371731,0.07525083612040134,0.0780697563306259,0.07724665391969408,0.03768967205090554,0.0328942828979793,0.027369892473118287,0.03292681123706259,0.0413111217641419,0.030676096859266363,0.01361083984375,0.03178950025239778,0.029310559006211184,0.032089377289377295,0.03183249097472925,0.6554612195533782
sz300229,0.0,0.5698561015783363,0.0,0.10277807262679685,0.6726341742051332,,,,,,,,,0.11490953375086985,0.08204130901287553,0.10887341005451241,0.13410740203193033,0.4399316548501881,0.0005999520038396928,0.07023411371237458,0.05537505972288581,0.05279636711281071,0.04131179637787567,0.00814021685559389,0.0154,0.0067333661902415,0.03920182166826462,0.03363701750179813,0.038476562500000006,0.021491670873296315,0.05395413282369804,0.007172161172161174,0.02678122743682311,0.4713054659516632
sz000555,0.0,0.5685584641082075,0.0,0.0,0.5685584641082075,0.03665987780040733,0.0,,0.03665987780040733,,,,,,0.0914431330472103,0.09541187159297396,,0.18685500464018426,0.054475641948644106,0.012040133779264215,0.04510272336359293,0.035874760994263864,0.07413117963778758,0.031349186791522925,0.027574910394265236,0.03135731887629375,0.02097315436241611,0.02645648525533445,0.00533447265625,0.029278142352347304,0.017627329192546583,0.04396776556776557,0.032007220216606506,0.48755042538890103
sz000400,0.0,0.5490896921239092,0.0,0.0,0.5490896921239092,0.18737270875763748,0.002036659877800407,,0.1894093686354379,,,,,0.04594641614474599,0.04978540772532189,0.021789824348879466,,0.11752164821894734,0.03155747540196784,0.05864787386526517,0.05231724796942189,0.05432600382409178,0.04686735193343123,0.020370872350911784,0.015384229390681004,0.019850418925579108,0.028331735378715247,0.035423159913689765,0.040771484375,0.0041898031297324554,0.04419445771619685,0.03916483516483517,0.04565198555956679,0.537048934899086
sz300033,0.0,0.5326182669031667,0.0,0.6249809718751264,1.157599238778293,,,,,,,,,0.17204244954766873,0.1539163090128755,0.15080254391278014,0.07596153846153846,0.5527228409348628,0.05157187425005999,0.06677018633540373,0.06803631151457239,0.06276290630975144,0.07863436123348018,0.026372350911779203,0.01280573476702509,0.022582799408575657,0.03664908916586769,0.03627427475425558,0.030322265625,0.023687531549722363,0.06054467271858577,0.010379487179487182,0.04172851985559567,0.629122365579162
sz300085,0.0,0.4965915480603212,0.0,0.0,0.4965915480603212,,,,,,,,,,,,,,0.008519318454523637,0.09904443382704253,0.0992833253702819,0.08647227533460804,0.006877141458639257,0.007237555446032529,0.0286236559139785,0.007465253819615575,0.0031999041227229147,0.005418364900503477,0.00850830078125,0.04067390206966179,0.02309842331581462,0.010234432234432236,0.027591335740072206,0.46224762278917914
sz300339,0.0,0.4965915480603212,0.0,0.0,0.4965915480603212,,,,,,,,,,,,,,0.02080633549316055,0.03597706641184902,0.0360965121834687,0.07624282982791587,0.09265785609397945,0.02015130606209956,0.031060215053763447,0.019289305076392316,0.02169223394055609,0.04038599856149605,0.00494384765625,0.036648157496214036,0.060481605351170566,0.04981831501831502,0.028337906137184118,0.5745894903638148
sh688019,0.0,0.48360805024100295,0.0,0.0,0.48360805024100295,,,,,,,,,0.1844293667362561,0.1670064377682403,0.15384615384615385,0.1462808417997097,0.6515628001503599,0.09882409407247421,0.0904921165790731,0.0886765408504539,0.09882887189292544,0.00031815956926089085,0.02723435189748645,0.022244444444444445,0.028202069985214392,0.04476270373921381,0.046487652841045314,0.04017333984375,0.009755174154467439,0.008088389870998566,0.05238095238095239,0.05036967509025271,0.7068385372120132
sz300542,0.0,0.46801337962949136,0.0,0.15163266492815836,0.6196460445576497,,,,,,,,,,,,,,0.051427885769138475,0.0007883420926899188,0.0943621595795509,0.033150095602294455,0.05646108663729809,0.01645120749137506,0.0028465949820788536,0.016621981271562346,0.04671620325982742,0.03833613042435867,0.011669921875000001,0.0448384654215043,0.01884137601528906,0.021629304029304033,0.01372418772563177,0.46786494217690333
sz002335,0.0,0.46801337962949136,0.0,0.14343835518435818,0.6114517348138495,,,,,,,,,0.1595859429366736,0.1562365879828326,0.13815869170199876,0.14929245283018866,0.6032736754516936,0.08977681785457164,0.09433827042522695,0.09617773530817009,0.09204110898661569,0.033480176211453744,0.0224933464760966,0.031005017921146957,0.021623213405618534,0.04817833173537872,0.046415727643251026,0.0366943359375,0.03785966683493186,0.04141949354992834,0.013038827838827838,0.028306137184115527,0.7328482073128335
sz300346,0.0,0.4605973548812383,0.0,0.15163266492815836,0.6122300198093966,,,,,,,,,,0.15633047210300427,0.08640218049666867,,0.24273265259967294,0.032277417806575476,0.03392259913999045,0.031366459627329195,0.02729445506692161,0.02161037689672051,0.02990980778708724,0.023797849462365593,0.02962518482010843,0.016203259827420904,0.011603931910812756,0.0499267578125,0.01803382130237254,0.06434448160535118,0.0007091575091575093,0.04150613718411553,0.43213169775882887
sh603039,0.0,0.45241870901797976,0.0,0.4397764167046969,0.8921951257226767,,,,,,,,,0.17555671537926232,0.12414163090128755,0.1381435493640218,0.0844521044992743,0.522294000143846,0.035733141348692106,0.08671763019589107,0.09323936932632586,0.09110898661567879,0.04162995594713657,0.018663134549038937,0.028718279569892476,0.01758156727451947,0.04651246404602109,0.026396547590505876,0.028649902343750002,0.008568904593639575,0.0320697563306259,0.049512087912087915,0.017758844765342962,0.6228605724091486
sh600602,0.0,0.45241870901797976,0.0,0.0,0.45241870901797976,,,,,,,,,,,,,,0.011903047756179506,0.037912087912087916,0.036502627806975635,0.027987571701720844,0.00398923152227117,0.006741498275012321,0.025162007168458785,0.005928289797930016,0.017473633748801533,0.02862622872212899,0.01781005859375,0.004025744573447754,0.04507740086000956,0.023966300366300368,0.007433935018050543,0.30053966382312497
sz000733,0.0,0.45241870901797976,0.0,0.0,0.45241870901797976,0.20061099796334012,0.008146639511201629,,0.20875763747454174,,,,,0.18075852470424494,0.16767703862660943,0.17837674136886733,0.15789187227866472,0.6847041769783865,0.010583153347732181,0.09386048733874822,0.0021978021978021982,0.0024856596558317403,0.07993147332354382,0.012954411039921144,0.0035247311827956993,0.012954411039921144,0.0008988494726749762,0.04304723087988492,0.0006103515625,0.0008202927814235262,0.011005255613951267,0.03395897435897436,0.06131407942238268,0.37014716321808794
sh600360,0.0,0.4450026842697268,0.0,1.2909451966592236,1.7359478809289504,,,,,,,,,,,,,,0.008063354931605472,0.08339703774486384,0.0805303392259914,0.0809751434034417,0.03208516886930984,0.009083538689009364,0.006174193548387098,0.008733859043863973,0.04068791946308725,0.00800767202109806,0.0032226562500000003,0.004316002019182231,0.028585284280936457,0.05089816849816851,0.04627148014440433,0.49103181813334956
sh603690,0.0,0.4450026842697268,0.0,0.16208608525037743,0.6070887695201042,,,,,,,,,0.16183020180932498,0.15104613733905578,0.1691550575408843,0.1590166908563135,0.6410480875455786,0.03455723542116631,0.009436215957955088,0.0121595795508839,0.07746175908221797,0.032378854625550665,0.01798817151306062,0.00884731182795699,0.01856554953178906,0.004793863854266539,0.03374490529848957,0.036572265625,0.0172766279656739,0.031044911610129008,0.04633699633699634,0.031419494584837546,0.41258374278597354
sh603660,0.0,0.43782978573164344,0.0,0.39946950953060023,0.8372992952622437,,,,,,,,,,,,,0.0,0.02747780177585793,0.027376970855231726,0.028786430960344007,0.0359942638623327,0.05513950073421439,0.006318629866929522,0.010550537634408604,0.0060990635781173,0.021344678811121766,0.01769359865739631,0.0036254882812500003,0.009275618374558304,0.061459149546106075,0.019292307692307695,0.05489675090252708,0.38533079153270344
sz300609,0.0,0.43782978573164344,0.0,0.15163266492815836,0.5894624506598019,,,,,,,,,,,,,,0.08840892728581713,0.05384615384615385,0.05893454371715241,0.07215583173996176,0.0033284385707293197,0.008367915229176934,0.028418637992831543,0.007416461310990637,0.03693672099712369,0.006868856389355072,0.04249267578125,0.025706713780918728,0.004540850453893933,0.05906959706959708,0.062187725631768956,0.558680049796721
sz300319,0.0,0.4354255522103224,0.0,0.0,0.4354255522103224,,,,,,,,,,,,,,0.04682025437964963,0.01884854276158624,0.015742952699474438,0.007648183556405354,0.01412139011257954,0.0005204534253326762,0.026573476702508966,0.0005936421882700838,0.0063279002876318316,0.01704627187724766,0.014624023437500001,0.02988389702170621,0.05376493072145247,0.00896117216117216,0.03531119133574008,0.2967882826682573
sh601869,0.0,0.4114139096794194,0.0,0.0,0.4114139096794194,,,,,,,,,,,,,0.0,0.06539476841852652,0.060152890587673195,0.06165790731008123,0.019861376673040155,0.02697014194811552,0.01294627895515032,0.027693189964157712,0.012864958107442091,0.031196069031639503,0.016183169503716135,0.03607177734375,0.03629480060575468,0.050264691829909225,0.028688644688644696,0.01316823104693141,0.4994088960145324
sz002530,0.0,0.39946950953060023,0.0,0.0,0.39946950953060023,,,,,,,,,,,,,,0.07703383729301656,0.07376970855231725,0.07142857142857144,0.07275334608030593,0.023029858051884483,0.009725973385904387,0.0008594982078853047,0.01047412518482011,0.04278523489932887,0.012131383361304244,0.00028076171875000003,0.0009717314487632522,0.057012900143334926,0.02391794871794872,0.0011436823104693141,0.47731856078460483
sh601519,0.0,0.3959447831683908,0.0,0.1979723915841954,0.5939171747525862,,,,,,,,,,,,,,0.015046796256299497,0.08585762064022934,0.0851170568561873,0.09125239005736138,0.02706803720019579,0.01697979300147856,0.004171326164874553,0.016792755051749632,0.03740412272291467,0.0013665787580915848,0.034472656250000004,0.0014639071176173635,0.013149546106067847,0.014167032967032967,0.0035263537906137193,0.4478359729407142
sz002197,0.0,0.39343669004865983,0.0,0.3632530961508119,0.7566897861994717,,,,,,,,,0.05267919276270007,0.16008583690987124,0.17097213809812234,0.17474600870827287,0.5584831764789665,0.06844252459803217,0.03528428093645485,0.035618729096989966,0.014149139579349905,0.05682819383259912,0.021241005421389847,0.024610035842293907,0.020647363233119765,0.0125,0.0008990649724286742,0.02301025390625,0.048687531549722364,0.048419971333014816,0.045321611721611726,0.004129963898916968,0.4597896699221742
sz300465,0.0,0.39343669004865983,0.0,0.0,0.39343669004865983,,,,,,,,,,0.10049624463519313,0.1310115081768625,,0.23150775281205563,0.014446844252459803,0.014476827520305782,0.01402293358815098,0.01923996175908222,0.05146842878120411,0.00548915722030557,0.0003232974910394265,0.00498496796451454,0.004961649089165868,0.012670822344761449,0.03271484375,0.0021832407874810725,0.022877687529861444,0.03228278388278388,0.0009530685920577618,0.23309651455317393
sh600438,0.0,0.39337858450892793,0.0,0.24180402512050148,0.6351826096294294,,,,,,,,,0.1582115518441197,0.14476931330472104,0.14503331314354936,0.10023584905660377,0.5482500273489939,0.014230861531077513,0.007429526994744386,0.007142857142857143,0.006094646271510517,0.04872736172295644,0.01944381468703795,0.018427956989247315,0.018402907836372603,0.002744487056567594,0.044389834572045074,0.010205078125000001,0.048220595658758206,0.018636407071189683,0.05212307692307693,0.04368231046931409,0.35990172305175544
sz300222,0.0,0.3759916083169147,0.0,0.21162043122265353,0.5876120395395682,,,,,,,,,,,,,,0.08180945524358052,0.0016244624940277117,0.0009316770186335405,0.021391013384321225,0.08348017621145376,0.020940118284869396,0.006828673835125448,0.02047658945293248,0.0009827420901246404,0.005670103092783506,0.0396728515625,0.008859162039374053,0.06382417582417584,0.007333333333333334,0.0600115523465704,0.42383608621380586
sz002747,0.0,0.3759916083169147,0.0,0.13873588656096786,0.5147274948778826,,,,,,,,,0.1599686847599165,0.19561427038626608,0.1993488794669897,0.20827285921625543,0.7632046938294277,0.06090712742980562,0.09209268991877688,0.09627329192546585,0.09945028680688338,0.08321096426823299,0.001984228684080828,0.01905089605734767,0.001943568260226713,0.0474712368168744,0.045432749940062335,0.03492431640625,0.022059565875820294,0.05396989966555185,0.018196336996337,0.05341949458483755,0.7303866536365533
sz300130,0.0,0.372870587607928,0.0,0.0,0.372870587607928,,,,,,,,,,0.10485515021459227,,,0.10485515021459227,0.07981761459083274,0.09345437171524129,0.09455327281414239,0.00023900573613766732,0.06642192853646599,0.008058896007885659,0.029735483870967746,0.008863972400197142,0.04839405560882071,0.010561016542795494,0.03997802734375,0.012152953054013128,0.004856187290969901,0.06483956043956045,0.013787725631768956,0.5757140715835494
sz300520,0.0,0.36806277170824087,0.0,0.15163266492815836,0.5196954366363993,,,,,,,,,,,,,,0.08171346292296616,0.018872431915910176,0.022957477305303394,0.02736615678776291,0.0027900146842878126,0.012864958107442091,0.029995698924731185,0.012360768851651062,0.010318791946308727,0.015511867657636059,0.0452880859375,0.016405855628470467,0.05753320592451028,0.02088791208791209,0.004654151624548737,0.37952084030694117
sz002232,0.0,0.36055355374367437,0.0,0.0,0.36055355374367437,,,,,,,,,,,,,,0.051595872330213594,0.03499761108456761,0.03389870998566651,0.0361376673040153,0.0451052373959863,0.005432232626909807,0.02663655913978495,0.005830704780680139,0.021572387344199428,0.026840086310237356,0.03970947265625,0.030641090358404843,0.0203865265169613,0.046030769230769236,0.0018267148014440436,0.42664164186609044
sz300378,0.0,0.36039693770540315,0.0,0.15163266492815836,0.5120296026335616,,,,,,,,,0.12322546972860127,0.14018240343347638,0.15417928528164748,0.1678701015965167,0.5854572600402418,0.01898248140148788,0.015742952699474438,0.0163640707118968,0.003537284894837476,0.0891091532060695,0.015743716116313457,0.0046681003584229394,0.0159714144898965,0.007190795781399809,0.047182929753056824,0.0173095703125,0.0033947501261988922,0.019314381270903014,0.044096703296703295,0.05570685920577617,0.374315163624937
sz300287,0.0,0.3503556804568423,0.0,0.0,0.3503556804568423,,,,,,,,,,,,,,0.013990880729541636,0.0763258480649785,0.07787864309603441,0.08049713193116635,0.05401370533529124,0.023827008378511583,0.028063799283154126,0.022477082306554957,0.03708053691275168,0.0016303044833373293,0.028771972656250002,0.0008455325593134778,0.00660630673674152,0.053750915750915756,0.003113357400722022,0.5088730256252646
sz300302,0.0,0.34293965570858925,0.0,0.0,0.34293965570858925,,,,,,,,,,,,,,0.07391408687305016,0.09885332059245104,0.09777830864787387,0.0062858508604206505,0.030665687714145864,0.02114342040413997,0.015825806451612905,0.020297683587974374,0.0475790987535954,0.0024334691920402784,0.0010498046875,0.008644623927309442,0.009381270903010034,0.062099633699633706,0.05314945848375452,0.5491015247785123
sz300244,0.0,0.3423491095992177,0.35788171339893027,0.0,0.700230822998148,,,,,,,,,0.06497912317327766,0.07222371244635192,0.06288612961841308,0.05154208998548621,0.2516310552235289,0.09284857211423087,0.08724319159101768,0.08619206880076447,0.07748565965583175,0.08169358786098874,0.022997535731887633,0.028710394265232975,0.02150936421882701,0.042150047938638545,0.045456725005993764,0.042712402343750004,0.02327107521453811,0.02540038222646919,0.03173479853479854,0.051068592057761736,0.760474397560731
sz002063,0.0,0.34114722176394907,0.0,0.15163266492815836,0.4927798866921074,0.33706720977596744,0.41446028513238287,0.007064526900649071,0.7585920218089994,,,,,,0.06561158798283262,,,0.06561158798283262,0.013582913366930648,0.042785475394171046,0.05193502150023889,0.08482313575525813,0.073568281938326,0.01897215377033021,0.02756702508960574,0.019134795465746673,0.031220038350910834,0.02873411651882043,0.00958251953125,0.03645885916203938,0.011888198757763977,0.05043076923076924,0.0332303249097473,0.5339136287419085
sz300324,0.0,0.33493308485096474,0.0,0.0,0.33493308485096474,,,,,,,,,,,,,,0.08872090232781378,0.06514572384137601,0.06385570950788343,0.07533460803059273,0.05097895252080275,0.02681148348940365,0.031028673835125455,0.02705544603252834,0.03412032598274209,0.006449292735555024,0.024731445312500003,0.04411913175164059,0.016381748686096514,0.028575824175824178,0.04048953068592059,0.623798798915805
sh600288,0.0,0.33215997478060866,0.0,0.0,0.33215997478060866,,,,,,,,,,,,,,0.025461963042956566,0.02176301958910655,0.017367415193502152,0.0376434034416826,0.004870288790993637,0.031113356333169053,0.017954838709677422,0.031040167570231644,0.018384467881112178,0.0280268520738432,0.00888671875,0.04514134275618375,0.037257047300525564,0.031380219780219785,0.04704981949458484,0.40334092070778893
sz002331,0.0,0.31672192020736833,0.0,0.14343835518435818,0.46016027539172655,,,,,,,,,,,,,,0.09412047036237102,0.049187768752986145,0.04667940754897277,0.05564053537284896,0.014659813999021049,0.013214637752587483,0.005764157706093191,0.013117052735337607,0.02233940556088207,0.02431071685447135,0.04913330078125,0.011155981827359919,0.043358815097945536,0.028317948717948717,0.046748014440433215,0.5177480275105091
sz002657,0.0,0.2703821935513313,0.0,0.0,0.2703821935513313,,,,,,,,,,,,,,0.0552915766738661,0.06777353081700908,0.06911132345914954,0.015535372848948376,0.0188203622124327,0.005676195170034501,0.009493906810035842,0.006399950714637753,0.024748322147651006,0.0024814193239031408,0.0119873046875,0.03195355880868248,0.02945246058289537,0.046691575091575094,0.05461083032490976,0.4500276896732307
sh600571,0.0,0.2703821935513313,0.0,0.22620935450898988,0.4965915480603212,,,,,,,,,,,,,,0.014662826973842092,0.006402293358815098,0.00016722408026755855,0.08989005736137667,0.00499265785609398,0.0066276490882208,0.02011541218637993,0.005237062592410055,4.7938638542665386e-05,0.00037161352193718533,0.0198974609375,0.044497728419989904,0.05419063545150502,0.040212454212454216,0.02196823104693141,0.3292812457262666
sz300353,0.0,0.2516249757567699,0.0,0.10277807262679685,0.35440304838356673,,,,,,,,,,,,,,0.008999280057595392,0.07649307214524606,0.07532250358337315,0.06687380497131931,0.0722466960352423,0.021533760473139478,0.010061648745519715,0.02054164613109907,0.020098274209012466,0.012263246223927117,0.023571777343750003,0.02992175668854114,0.06344577161968466,0.016504029304029305,0.03361155234657039,0.5514888198780495
sz300044,0.0,0.2514543912636764,0.0,0.0,0.2514543912636764,,,,,,,,,,,,,0.0,0.07799376049916007,0.006450071667462972,0.011419015766841855,0.03907743785850861,0.034263338228095935,0.015865697387875802,0.0013326164874551973,0.01760596352883194,0.005009587727708533,0.0381323423639415,8.544921875000001e-05,0.024873801110550226,0.05928332537028189,0.04292014652014653,0.01564620938628159,0.38995876312189265
sz300098,0.0,0.25,0.0,0.0,0.25,,,,,,,,,,,0.20589036947304662,,0.20589036947304662,0.018310535157187426,0.09123268036311516,0.08994266602962256,0.05499521988527725,0.06262848751835536,0.027673484475110893,0.011496774193548389,0.027470182355840318,0.01653883029721956,0.018316950371613523,0.021740722656250003,0.004934376577486116,0.05285045389393216,0.03805274725274725,0.022698916967509027,0.558883027994815
sz300202,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.06381089512838974,0.05043000477783086,0.04027711419015767,0.05105162523900574,0.03073910915320607,0.02925924100542139,0.016125448028673838,0.029446278955150326,0.030824544582933846,0.023915128266602734,0.009411621093750001,0.0016153457849570952,0.01611371237458194,0.002675457875457876,0.010372563176895309,0.40606808963301444
sz300853,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.006599472042236621,0.07618251313903489,0.07838031533683709,0.07660133843212237,0.07437591776798826,0.005895761458846724,0.026557706093189967,0.005562345983242977,0.03584611697027804,0.016374970031167585,0.0049194335937500005,0.014020696617869761,0.019424749163879602,0.028882051282051287,0.048431768953068596,0.5180551568655638
sz002642,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,0.1207376478775226,0.15583422746781114,0.16444579043004237,0.17356676342525398,0.6145844292006301,0.045884329253659706,0.025967510750119445,0.024104156712852366,0.00401529636711281,0.07633382280959373,0.0055948743223262695,0.008334767025089607,0.00679029078363726,0.009899328859060403,0.04677535363222249,0.0082763671875,0.030477031802120143,0.009696607740086002,0.04124395604395605,0.019251985559566788,0.3626456788489031
sz300830,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.03273338132949364,0.06247013855709508,0.047037744863831825,0.0518642447418738,0.07775330396475771,0.012084277969443077,0.027708960573476705,0.011970428782651553,0.020817353787152448,0.011867657636058501,0.0363525390625,0.01707470974255427,0.006086000955566173,0.05753846153846154,0.02578050541516246,0.49913970892007875
sz002975,0.0,0.24180402512050148,0.0,0.24180402512050148,0.48360805024100295,,,,,,,,,,,,,0.0,0.001007919366450684,0.09718107978977544,0.09701385570950788,0.07863288718929255,0.06147821830641214,0.026047067520946283,0.0325584229390681,0.028153277476589456,0.04862176414189837,0.039642771517621675,0.03663330078125,0.008442705704189802,0.004304347826086957,0.061309890109890124,0.018378339350180507,0.63940584772916
sz300390,0.0,0.24180402512050148,0.0,0.15163266492815836,0.39343669004865983,,,,,,,,,,0.17282725321888412,,,0.17282725321888412,0.046004319654427646,0.03886765408504539,0.0391304347826087,0.038934034416826004,0.09319627998042096,0.0011303597831444064,0.017458064516129034,0.0011384918679152292,0.022399328859060402,0.03730520258930712,0.00482177734375,0.02631246845027764,0.05951982799808887,0.01166886446886447,0.0392346570397112,0.47712176583557697
sz300821,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,0.0,0.00715142788576914,0.07247969421882465,0.06729574773053035,0.06608508604206502,0.09872736172295644,0.008880236569738789,0.02263082437275986,0.008278462296697882,0.02875119846596357,0.008978662191321025,0.00390625,0.003533568904593637,0.0008829431438127091,0.0649040293040293,0.01664693140794224,0.47913242425700464
sz002979,0.0,0.24180402512050148,0.0,0.7254120753615044,0.9672161004820059,,,,,,,,,0.1857515657620042,0.1575777896995708,0.17889158086008478,0.11594702467343976,0.6381679609950995,0.006647468202543797,0.06786908743430484,0.06872909698996656,0.07452198852772467,0.06891825746451297,0.01959832429768359,0.02277275985663083,0.01867126663380976,0.029170661553211893,0.02903380484296332,0.0359619140625,0.04279404341241797,0.006464405160057335,0.05837655677655678,0.011484476534296031,0.5610141117491803
sz002484,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,0.1086812804453723,0.09087982832618025,0.11440036341611143,0.12588896952104497,0.4398504417087089,0.03177345812335013,0.04426660296225514,0.04916387959866221,0.05145793499043977,0.00430739109153206,0.027941843272548058,0.027535483870967742,0.027242483982257273,0.027696548418024932,0.02746343802445457,0.02025146484375,0.019270570418980316,0.05855805064500718,0.009557509157509159,0.032753790613718414,0.459240450013457
sz002980,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.04547636189104872,0.04407548972766365,0.04452938365981845,0.04051147227533461,0.09158100832109643,0.03147930014785609,0.015549820788530467,0.032211187777230164,0.017030201342281878,0.01269479741069288,0.0384033203125,0.016822311963654718,0.004225513616817965,0.06024615384615385,0.036947292418772565,0.5317836154994524
sz300541,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.030693544516438687,0.04214046822742475,0.041829909221213574,0.04498087954110899,0.011062163485070975,0.02877944800394283,0.03178566308243728,0.02877944800394283,0.023298178331735378,0.01940781587149365,0.02164306640625,0.034502776375567895,0.05881032011466795,0.011556043956043956,0.02036389891696751,0.44963362405430635
sz002556,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.006023518118550516,0.05929288103201147,0.0677257525083612,0.08059273422562141,0.0517131669114048,0.007408329226219814,0.02825304659498208,0.007619763430261214,0.026498082454458297,0.026108846799328702,0.00870361328125,0.020608278647147905,0.026062589584328718,0.042178754578754585,0.048241155234657045,0.5070305126273378
sz002987,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,0.12771398747390394,0.1014082618025751,0.1050878255602665,0.07828374455732945,0.41249381939407503,0.021190304775617952,0.03881987577639752,0.04574773053033923,0.046582217973231366,0.07168379833578072,0.0052533267619517005,0.024444444444444446,0.0046759487432232625,0.02658197507190796,0.03785662910573004,0.02091064453125,0.017970721857647653,0.0020496894409937887,0.06311501831501833,0.0531971119133574,0.4800794375768913
sz002539,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,0.434826883910387,0.37169042769857435,,0.8065173116089613,,,,,0.09046624913013221,0.11068937768240342,0.11824651726226529,0.14644412191582004,0.46584626599062096,0.09342452603791697,0.08650262780697564,0.08657429526994745,0.08761950286806884,0.07922173274596184,0.01554041399704288,0.008437275985663083,0.015215130606209958,0.043240651965484184,0.04558858786861664,0.04764404296875,0.011067642604745076,0.025258480649785,0.033604395604395605,0.006210830324909748,0.6851501373044729
sz002906,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,0.15048712595685454,0.19393776824034334,0.2075560266505148,0.2031930333817126,0.7551739542294252,0.05680345572354212,0.050071667462971814,0.062326803631151464,0.08773900573613767,0.09126284875183555,0.030991375061606707,0.00888673835125448,0.031186545096106463,0.03560642377756472,0.03497962119395828,0.0109130859375,0.04790509843513377,0.035491161012900146,0.027915018315018317,0.0008101083032490976,0.6128889567899306
sz300857,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.022630189584833215,0.03146201624462494,0.03289536550406116,0.005401529636711281,0.05195790504160548,0.005180137999014293,0.017324014336917562,0.004114834894036471,0.014297698945349952,0.012491009350275714,0.02384033203125,0.03186521958606764,0.029956999522216917,0.04488644688644689,0.021380505415162458,0.349684204978574
sh688122,0.0,0.24180402512050148,0.0,0.24180402512050148,0.48360805024100295,,,,,,,,,0.1843945720250522,0.17846030042918454,0.19253482737734706,0.1625544267053701,0.7179441265369539,0.0951283897288217,0.09221213569039656,0.09245102723363594,0.09032026768642448,0.05491923641703378,0.027250616067028097,0.024799283154121863,0.026746426811237064,0.04570949185043145,0.04778230640134261,0.0380859375,0.02984603735487128,0.023650262780697567,0.04085714285714286,0.01537617328519856,0.7451347348183838
sh603138,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.04108471322294217,0.05344003822264692,0.057381748686096516,0.07036328871892926,0.04326970141948116,0.032528339083292265,0.0268415770609319,0.03237382947264663,0.033017737296260785,0.017873411651882044,0.0114013671875,0.024760222110045433,0.01117869087434305,0.04390329670329671,0.028449097472924192,0.527867059183219
sh600855,0.0,0.24180402512050148,0.0,0.0,0.24180402512050148,,,,,,,,,,,,,,0.022654187664986804,0.01849020544672719,0.0179168657429527,0.038575525812619506,0.08646598139990211,0.01458896007885658,0.002751971326164875,0.015028092656481027,0.009060402684563758,0.006413330136657876,0.041748046875,0.032016658253407375,0.050201624462494036,0.02180659340659341,0.06007509025270759,0.43779353620011485
