,consumption_score,technology_score,medicine_score,emerging_score,macroeconomic_policy_factor,heat_score,heat_growth_score,sentiment_score,public_opinion_factor,delta_v_score,delta_ratio_score,position_score,foreign_shareholder_factor,rev_score,EPS_score,NI_score,ROE_score,institution_expectation_factor,oi_score,tp_score,np_score,npp_score,cfo_score,at_score,it_score,art_score,roe_score,roa_score,gpm_score,sfgr_score,d2a_score,cr_score,cfogr_score,financial_factor
sz300456,0.9360267592589827,0.6712120387787166,0.0,0.0,1.6072387980376992,,,,,,,,,,,0.1875681405208964,,0.1875681405208964,0.09229661627069835,0.011896798853320593,0.014046822742474915,0.010803059273422563,0.04951052373959863,0.009392557910300641,0.00818494623655914,0.008473632331197635,0.0058245445829338445,0.045960201390553825,0.0484130859375,0.03730439172135285,0.0058337314859054,0.05678095238095239,0.05138628158844766,0.4561081464452184
sz002273,0.9308678955035289,0.5796832029308944,0.0,0.0,1.5105510984344233,,,,,,,,,0.1562456506610995,0.08249731759656652,0.099984857662023,0.12345791001451377,0.46218573593420276,0.030885529157667388,0.012279025322503585,0.01084567606306737,0.09847036328871894,0.08206069505628977,0.01872819122720552,0.010069534050179213,0.018354115327747663,0.003679290508149569,0.01653080795972189,0.039599609375000004,0.045633518425037864,0.0032164357381748686,0.008042490842490844,0.0544202166064982,0.45281549894845274
sz000063,0.9275064587033717,1.0951608976996816,0.0,0.1640806472305059,2.186748003633559,0.4786150712830957,0.29022403258655805,,0.7688391038696538,,,,,0.11047320807237299,0.14239538626609444,0.14374621441550575,0.1447931785195936,0.5414079872735668,0.08080153587712983,0.008791208791208793,0.008695652173913044,0.018403441682600382,0.060792951541850215,0.02650246426811237,0.030169175627240148,0.02738072942336127,0.0023489932885906043,0.010944617597698394,0.011608886718750001,0.040699141847551745,0.022972288580984233,0.05296117216117217,0.02795667870036101,0.4310289382805242
sh603160,0.9229113744139664,1.0238421503513018,0.0,0.5148857610789702,2.4616392858442384,,,,,,,,,0.15737647877522618,0.08717811158798283,0.13458509993943063,0.06719883889695209,0.4463385291995917,0.058675305975521966,0.04930721452460583,0.05494505494505495,0.0627151051625239,0.030029368575624084,0.015686791522917697,0.027701075268817207,0.01633735830458354,0.030369127516778522,0.016746583553104773,0.00775146484375,0.004391721352852096,0.007079311992355471,0.04794871794871795,0.03866281588447654,0.4683470173716845
sz002174,0.9227802238943461,0.22620935450898988,0.0,0.15163266492815836,1.3006222433314942,,,,,,,,,0.07578288100208767,,0.1000908540278619,,0.17587373502994957,0.09244060475161987,0.009555661729574774,0.00989010989010989,0.07989961759082219,0.09664708761625063,0.03272350911779202,0.012616487455197134,0.03274790537210449,0.0035834132310642378,0.010393191081275475,0.013378906250000001,0.04512872286723877,0.038376493072145246,0.00647912087912088,0.03905992779783394,0.5229207587021495
sz002841,0.9190286438422564,0.46284201397934976,0.0,0.373706516473031,1.755577174294637,,,,,,,,,0.12120737647877522,0.10418454935622318,0.09445790430042397,0.07137155297532655,0.3912213831107489,0.049172066234701224,0.03010033444816054,0.02312470138557095,0.08001912045889102,0.03734703866862457,0.009628388368654511,0.007333333333333334,0.007774273040906852,0.01174496644295302,0.02119395828338528,0.022302246093750002,0.001792024230186773,0.02421786908743431,0.023531135531135533,0.06012274368231048,0.4094041992899983
sz002241,0.9171388889914506,1.8740779617824561,0.0,0.45245463673950365,3.2436714875134105,,,,,,,,,0.19203201113430757,0.14958422746781114,0.176832222895215,0.1524673439767779,0.6709158054741116,0.09270458363330934,0.08836598184424271,0.08901098901098901,0.08781070745697897,0.05323054331864905,0.023387875800887137,0.03076057347670251,0.024249876786594383,0.04598513902205178,0.041560776792136184,0.043310546875,0.03293791014639071,0.055641184902054476,0.04643369963369964,0.020713357400722023,0.776103746100408
sh603236,0.9140218112243933,1.3144951045201054,0.0,0.0,2.228516915744499,,,,,,,,,0.2228949199721642,0.22160675965665233,0.22940642035130224,0.21984760522496372,0.8937557052050825,0.04214062874970003,0.00475394171046345,0.004610606784519828,0.09933078393881453,0.07244248653940284,0.020980778708723512,0.021802867383512548,0.020639231148348945,0.002037392138063279,0.04460561016542796,0.026196289062500003,0.029353861686017165,0.05573578595317727,0.010927472527472528,0.02957689530685921,0.48513463180300304
sh603258,0.9058431653611347,0.0,0.0,0.681107349293465,1.5869505146545997,,,,,,,,,,0.07171405579399141,0.09639612356147789,,0.1681101793554693,0.051619870410367176,0.05551839464882943,0.05114667940754897,0.054493307839388154,0.08034752814488498,0.025071217348447514,0.014209318996415771,0.021525628388368658,0.028451581975071912,0.03921122033085592,0.034594726562500004,0.01427309439676931,0.05895222169135213,0.012861538461538464,0.04047364620938629,0.5827499748117247
sh600637,0.8930653023453926,0.32785176944413963,0.0,0.0,1.2209170717895321,,,,,,,,,0.009968684759916493,0.044943669527896996,0.03364627498485766,,0.08855862927267115,0.058435325173986086,0.056593406593406594,0.042976588628762545,0.05967973231357553,0.02109642682329907,0.026445539674716613,0.028308243727598572,0.026372350911779203,0.016646692233940556,0.0247302805082714,0.00653076171875,0.0332786471479051,0.06090731008122313,0.008493772893772893,0.010594945848375451,0.4810900242793627
sz002281,0.8825355584714996,0.4198308815988108,0.0,0.0,1.3023664400703103,,,,,,,,,0.09848643006263047,0.12781652360515022,0.08605390672319806,0.09326923076923077,0.40562609116020953,0.0057835373170146386,0.07532250358337315,0.07424749163879599,0.04591300191204589,0.0011502692119432208,0.025241991128634796,0.03063440860215054,0.025786840808279945,0.04008868648130393,0.03589067369935267,0.0398681640625,0.04334931852599697,0.03295269947443861,0.03813333333333333,0.029751624548736467,0.5441145443279002
sz000988,0.881559615689182,0.8976652118645705,0.0,0.0,1.7792248275537523,0.17617107942973523,0.26883910386965376,,0.445010183299389,,,,,0.12183368128044536,0.09491684549356223,0.09877347062386432,,0.3155239973978719,0.06261099112071035,0.054204491161012905,0.09216435738174869,0.04256692160611855,0.03372491434165443,0.002846229669788073,0.029554121863799288,0.0027974371611631348,0.04587727708533078,0.026744186046511628,0.00814208984375,0.03720343260979303,0.04919254658385094,0.019405128205128207,0.02860794223826715,0.5356420669186271
sz002456,0.8797575311628614,0.9390546530977193,0.0,0.32417217050075486,2.1429843547613356,,,,,,,,,0.08552540013917884,0.14026287553648067,0.15737431859479104,0.1674165457184325,0.5505791399888831,0.05896328293736502,0.06502627806975633,0.02408026755852843,0.07820267686424476,0.04963289280469898,0.01225505174963036,0.031927598566308245,0.012157466732380483,0.02665388302972196,0.0435626947974107,0.041345214843750006,0.003192831903079252,0.018447204968944097,0.04595018315018315,0.03656606498194947,0.5479635929579513
sz002217,0.8704467895730854,0.22620935450898988,0.0,0.0,1.0966561440820752,,,,,,,,,,,,,,0.016318694504439648,0.0692785475394171,0.07087912087912089,0.06324091778202677,0.058908467939304945,0.0071399704287826524,0.018372759856630824,0.007148102513553476,0.030488974113135187,0.007444257971709423,0.0055297851562500005,0.022122665320545184,0.03257429526994745,0.04167912087912088,0.021587003610108305,0.47271268376409276
sh603501,0.8639581627978822,0.23913218477575732,0.0,0.6952284814636565,1.798318829037296,,,,,,,,,0.17298190675017397,0.15987124463519314,0.1764839491217444,0.09415820029027576,0.6034953007973872,0.0863450923926086,0.07591973244147159,0.07873865265169613,0.05597514340344169,0.0297846304454234,0.023306554953178907,0.024728315412186383,0.021151552488910798,0.036864813039309684,0.04795013186286262,0.036425781250000004,0.01320040383644624,0.0204180602006689,0.05758681318681319,0.05300649819494585,0.661402175759964
sz300661,0.8620115318248288,0.4304137609833904,0.0,0.32417217050075486,1.616597463308974,,,,,,,,,0.19048364648573418,0.17758851931330472,0.19033918837068442,0.1326923076923077,0.691103661862031,0.042476601871850254,0.06741519350215003,0.06485905398948877,0.07014818355640536,0.07080274106705825,0.02837284376540168,0.02403440860215054,0.026648841793987188,0.03805129434324066,0.035435147446655484,0.03280029296875,0.02017920242301868,0.03481318681318681,0.02096849816849817,0.010070758122743684,0.5870762484345856
sh600584,0.8581195338326052,0.6868067093902283,0.0,0.48360805024100295,2.0285342934638364,,,,,,,,,0.1144224077940153,0.18960568669527897,0.20140823743185948,0.20312046444121917,0.7085567963623729,0.07753779697624191,0.08612040133779264,0.0892021022455805,0.012547801147227533,0.09676945668135095,0.005903893543617547,0.010116845878136202,0.006700837851158207,0.03288590604026846,0.048058019659554065,0.039697265625000006,0.008972741039878851,0.02317725752508361,0.045724542124542134,0.05248231046931409,0.6358971781447468
sh600745,0.8483634921863706,0.6386016943063575,0.0,0.45241870901797976,1.9393838955107077,,,,,,,,,0.14933890048712595,0.16402896995708152,0.17016959418534222,0.16699927431059505,0.6505367389401447,0.03746100311975042,0.031939799331103684,0.032752030578117534,0.03910133843212238,0.007464512971120902,0.02141991128634796,0.016093906810035846,0.02195662888122228,0.017641418983700863,0.029537281227523377,0.045190429687500006,0.018160020191822314,0.01078451982799809,0.05877948717948718,0.004368231046931409,0.39265051955478425
sz002920,0.8437743016358632,1.0635086497712336,0.0,0.17326015502161038,2.080543106428707,,,,,,,,,0.15027835768963116,0.18493830472103,0.19005148394912175,0.1951197387518142,0.7203878851115971,0.0687544996400288,0.061299569995222174,0.06411849020544673,0.05693116634799236,0.06272638277043563,0.006082799408575654,0.02688100358422939,0.006611384918679153,0.029721955896452542,0.04202829057779909,0.022998046875,0.028609288238263503,0.045865742952699476,0.012055677655677657,0.012135740072202167,0.5468200391387045
sz002558,0.8319346911086911,0.0,0.0,0.0,0.8319346911086911,,,,,,,,,0.11059498956158663,0.10325912017167382,0.08506965475469411,0.10097968069666183,0.3999034451846164,0.07681785457163427,0.09429049211657908,0.09784997611084567,0.006692160611854685,0.0491434165442976,0.016874075899457865,0.012655913978494623,0.019077870872350914,0.04906519654841803,0.039139295133061615,0.03653564453125,0.003268551236749118,0.04797849976110846,0.0102989010989011,0.062251263537906144,0.6219391125529091
sh600640,0.8307193097983538,0.33036995984582646,0.0,0.0,1.1610892696441804,,,,,,,,,,,,,0.0,0.09040076793856493,0.054562828475871954,0.06146679407548973,0.06830783938814532,0.051150269211943225,0.0068797437161163145,0.008153405017921148,0.0074245933957614585,0.03855465004793864,0.0031766962359146486,0.00526123046875,0.012910146390711764,0.043705685618729104,0.019211721611721615,0.04630324909747294,0.5174696206910528
sz002292,0.8307193097983537,0.0,0.0,0.16208608525037743,0.9928053950487312,,,,,,,,,0.06356993736951984,0.18931062231759654,0.1692307692307692,0.17356676342525398,0.5956780923431396,0.0222702183825294,0.06438127090301003,0.06330625895843288,0.05167304015296367,0.038007831620166424,0.029804090685066537,0.013751971326164875,0.02943001478560868,0.020673537871524452,0.043838408055622155,0.04443359375,0.02922766279656739,0.022593884376493074,0.027608791208791214,0.020967509025270763,0.5219680838982116
sz002624,0.8234603091432555,0.23913218477575732,0.0,0.3600584768345728,1.4226509707535855,,,,,,,,,0.13420320111343076,0.1162151287553648,0.1141580860084797,0.09301523947750363,0.45759165535477886,0.00038396928245740345,0.05544672718585763,0.05774008600095557,0.0622848948374761,0.08401860009789526,0.031186545096106463,0.024365591397849464,0.031210941350418932,0.027648609779482265,0.03441620714456965,0.0177001953125,0.022513881877839478,0.009507405637840423,0.006317948717948718,0.03675667870036101,0.5014982824195584
sz300315,0.8221638785502308,0.22620935450898988,0.0,0.15163266492815836,1.2000058979873789,,,,,,,,,0.12005915100904663,0.146700643776824,0.13031496062992126,0.13198476052249636,0.5290595159382883,0.0478521718262539,0.02883420926899188,0.027448638318203534,0.03183556405353729,0.0612824278022516,0.00973410547067521,0.008374193548387098,0.009246180384425826,0.013267018216682648,0.011484056581155599,0.043969726562500006,0.007963149924280667,0.009602006688963211,0.06026227106227107,0.012628158844765345,0.38378387855334484
sz300207,0.8153040200502982,0.45241870901797976,0.0,0.24180402512050148,1.5095267541887796,,,,,,,,,0.1438065414057063,0.18739270386266094,0.20107510599636583,0.1666908563134978,0.6989652075782309,0.025605951523878092,0.018944099378881987,0.01956521739130435,0.09101338432122372,0.008125305922662751,0.0194600788565796,0.030658064516129038,0.019029078363725974,0.008904602109300096,0.037005514265164234,0.024194335937500002,0.035234729934376575,0.04332728141423794,0.022386813186813192,0.025462815884476537,0.42891727300625404
sz002602,0.8088334008620757,0.23913218477575732,0.0,0.3248928199497687,1.3728584055876016,,,,,,,,,0.0388830897703549,0.06612124463519313,0.07828588734100544,,0.18329022174655346,0.05893928485721143,0.04295269947443861,0.03903487816531295,0.03061663479923518,0.012383749388154675,0.01845983242976836,0.011275985663082438,0.017459586002957123,0.02040987535953979,0.022033085590985376,0.04508056640625,0.01245583038869258,0.04208170090778787,0.007365567765567767,0.06530108303249098,0.4458503602314752
sz002429,0.8086771283008158,0.32785176944413963,0.0,0.0,1.1365288977449555,,,,,,,,,0.10454070981210856,0.08849248927038626,0.0827831617201696,0.08964078374455733,0.3654571445472218,0.09090472762179026,0.08105590062111802,0.07713807931199236,0.05685946462715105,0.07990699951052374,0.03282922621981272,0.028883870967741938,0.0327885657959586,0.04005273250239694,0.03708942699592424,0.0143310546875,0.03112064613831398,0.04321691352126135,0.011572161172161172,0.02384259927797834,0.6815923689716247
sh600271,0.8019395726094867,0.3613358226912634,0.0,0.13873588656096786,1.3020112818617178,,,,,,,,,0.061412665274878216,0.07891630901287554,0.03340399757722592,0.053864296081277206,0.2275972679462569,0.0855531557475402,0.06024844720496895,0.06497849976110846,0.02411567877629063,0.010572687224669605,0.0273563331690488,0.030003584229390687,0.026990389354361755,0.03400047938638543,0.013641812514984418,0.002392578125,0.0463907117617365,0.041703296703296706,0.021484249084249087,0.022651263537906138,0.5120831665809373
sz300115,0.7997093494387866,0.6640391402406334,0.0,0.14343835518435818,1.607186844863778,,,,,,,,,0.17167710508002781,0.17757510729613735,0.19738037552998183,0.17186139332365746,0.7184939812298045,0.09683225341972643,0.07952699474438606,0.07775919732441472,0.0806883365200765,0.07183064121390113,0.029234844751108924,0.03233763440860215,0.028909561360276,0.040148609779482265,0.042807480220570605,0.0262939453125,0.028230691569914187,0.0350023889154324,0.037939926739926744,0.025907581227436822,0.7334500875077549
sz002739,0.7918895663367816,0.0,0.0,0.0,0.7918895663367816,,,,,,,,,0.09345859429366736,0.15604881974248927,0.16944276196244698,0.17576197387518142,0.5947121498737851,0.06673866090712743,0.056999522216913526,0.054276158623984716,0.04581739961759082,0.0792462065589819,0.03159314933464761,0.02117992831541219,0.031414243469689504,0.03458772770853308,0.002685207384320307,0.01922607421875,0.024936900555275116,0.0583057811753464,0.01847032967032967,0.025764620938628163,0.5712419106955304
sz002414,0.7838304942016262,0.4397764167046969,0.0,0.6349506492364245,1.8585575601427475,,,,,,,,,0.16522268615170493,0.1340128755364807,0.12098728043609933,0.10088896952104498,0.5211118116453299,0.03318934485241181,0.06309125656951745,0.0630673674151935,0.07691204588910135,0.01598139990210475,0.025315179891572205,0.020273118279569895,0.024453178905864962,0.03238255033557047,0.04421002157755934,0.0395263671875,0.0022589601211509326,0.06354037267080746,0.004964102564102565,0.007751624548736462,0.5169168907107632
sz002583,0.7603159464991871,0.36556324640284343,0.0,0.13873588656096786,1.2646150794629984,,,,,,,,,0.10006958942240779,0.13449570815450643,0.12347062386432466,0.1648584905660377,0.5228944120072766,0.011279097672186225,0.020234113712374584,0.019899665551839467,0.07889579349904398,0.05915320606950563,0.0061478560867422385,0.0018215053763440863,0.006513799901429276,0.010834132310642378,0.004735075521457684,0.00672607421875,0.00021453811206461617,0.04217630195891066,0.02143589743589744,0.05368953068592058,0.3437565881131089
sz002405,0.7601846043254444,1.1964047721543776,0.0,0.45241870901797976,2.4090080854978018,,,,,,,,,0.15664578983994432,0.12186158798283261,0.18523622047244093,0.15573294629898402,0.6194765445942019,0.021598272138228944,0.09918776875298616,0.003726708074534162,0.04096558317399618,0.05198237885462556,0.009343765401675702,0.005212186379928315,0.010213898472153772,0.015520134228187921,0.01012946535602973,0.0021240234375000003,0.03734225138818779,0.0040993788819875775,0.05009230769230769,0.020586281588447657,0.3821244038207772
sz300212,0.7480054315229446,0.9538134442950814,0.0,0.0,1.701818875818026,,,,,,,,,,,0.15078740157480314,,0.15078740157480314,0.07137029037676987,0.08764930721452462,0.0860248447204969,0.09658221797323135,0.029564366128242783,0.006107195662888123,0.031888172043010754,0.005212666338097586,0.038926174496644296,0.005526252697194918,0.009497070312500001,0.0033064109035840505,0.043784519827998095,0.01013772893772894,0.005511913357400723,0.5310891309903131
sz000977,0.7452105166728146,1.6368907857944826,0.0,0.45241870901797976,2.8345200114852767,0.21690427698574338,0.23421588594704684,,0.4511201629327902,,,,,0.15264439805149616,0.16390826180257512,0.16449121744397335,0.16375181422351232,0.6447956915215569,0.021454283657307418,0.026373626373626377,0.036120401337792644,0.028393881453154874,0.04539892315222712,0.024501971414489898,0.008855197132616488,0.02406283883686545,0.020373921380632792,0.018340925437544953,0.0332275390625,0.011092882382635033,0.04323268036311515,0.023772893772893777,0.04174440433212997,0.406946370089532
sz300418,0.7420210691451755,0.0,0.0,0.0,0.7420210691451755,,,,,,,,,,,0.07955784373107208,,0.07955784373107208,0.09136069114470843,0.04340659340659341,0.0431438127090301,0.035420650095602295,0.081424375917768,0.0009758501724987679,0.01285304659498208,0.0008132084770823067,0.01785714285714286,0.03115559817789499,0.010656738281250001,0.038389702170620904,0.010059245102723366,0.042501098901098905,0.012739350180505416,0.4727571041895018
