,macroeconomic_policy_factor,public_opinion_factor,foreign_shareholder_factor,institution_expectation_factor,price_volume_factor,financial_factor,mutual_fund_factor,total_factor,name,update_date
sh603613,0.009320145486693588,0.0,0.0,0.13576612921793105,0.11541021377887895,0.11868360070760517,0.001555760649283038,0.3807358498403918,国联股份,20210310
sh600703,0.04653064098211356,0.0,0.0,0.11502559976388371,0.131199423070357,0.0876588476020057,0.00022781097661435251,0.38064232239497436,三安光电,20210310
sz000001,0.005229943426775229,0.12522141875681345,0.0,0.07094439285853239,0.10411884859241191,0.07511746146144545,0.0,0.3806320650959784,平安银行,20210310
sz002007,0.03739589987753012,0.09846957020422147,0.0,0.07165926305151898,0.09313127743154875,0.07885435059118096,0.00030921380666706645,0.37981957496266733,华兰生物,20210310
sh603160,0.10841503415938991,0.0,0.0,0.06864042039170869,0.11974321222344615,0.08208691794599865,0.00011437079596624687,0.37899995551650967,汇顶科技,20210310
sz002048,0.005115004293186663,0.14285714285714285,0.0,0.05970281456678661,0.09214551104002836,0.07887609356742158,0.0,0.3786965663245661,宁波华翔,20210310
sh688099,0.0638969124210896,0.0,0.0,0.12252983195538407,0.10798452578413953,0.08132850194123242,0.0020555448496035384,0.37779531695144913,晶晨股份,20210310
sz000988,0.07836027055861676,0.06218381817809939,0.0,0.04852303444181833,0.0936463256369393,0.09388168337726403,0.0005390178017913568,0.37713414999452916,华工科技,20210310
sh603986,0.09426114594675312,0.0,0.0,0.09407968210404374,0.11102353159872208,0.07660855217145547,0.00018393485494755897,0.376156846675922,兆易创新,20210310
sh600009,0.005229943426775229,0.0,0.0,0.13887030097489217,0.14275643265530324,0.08858876746613324,0.0004052714638587562,0.3758507159869627,上海机场,20210310
sz002020,0.03684977925275544,0.09733119367006861,0.0,0.05999117645444502,0.09283620421080502,0.08867934572245739,0.0,0.3756876993105315,京新药业,20210310
sz002156,0.06382175943541919,0.0,0.0,0.11084654128815111,0.0895017051307048,0.11064872244155474,0.0005439510124246778,0.3753626793082545,通富微电,20210310
sh600754,0.03573803047402366,0.0,0.0,0.09988137434351532,0.1301999071642716,0.10895251605150327,0.0,0.3747718280333139,锦江酒店,20210310
sh600516,0.06949012267213699,0.0,0.0,0.06720873927006404,0.13450992559848005,0.10330397986389128,0.0,0.3745127674045724,方大炭素,20210310
sh603019,0.08742787554465578,0.0,0.0,0.0700806045123887,0.12157288913486605,0.09496531815910789,0.0001766380423911799,0.3742233253934096,中科曙光,20210310
sz300124,0.08968437770820653,0.0,0.0,0.09934408018466151,0.06211358529605124,0.12202491506514042,0.00040056704760585893,0.3735675253016656,汇川技术,20210310
sz300115,0.07078340749939345,0.0,0.0,0.11049399882409107,0.06241380674965543,0.12855138373381386,0.001130861480719667,0.3733734582876735,长盈精密,20210310
sh600583,0.008719061204312756,0.0,0.0,0.11091618466259501,0.13331355312586246,0.11894131328818197,0.0,0.3718901122809522,海油工程,20210310
sh600487,0.09146161472419634,0.0,0.0,0.058215358522252576,0.13502434704848262,0.08571171865779934,0.0,0.3704130389527309,亨通光电,20210310
sh688122,0.02129897080702987,0.0,0.0,0.11040943911256607,0.10780312110153582,0.13059934528676284,0.0,0.37011087630789463,西部超导,20210310
sh603486,0.034432895960638796,0.0,0.0,0.11430700674575085,0.11676793362943161,0.10292801098519291,0.0014567131075315708,0.3698925604285458,科沃斯,20210310
sz002044,0.042719310633644036,0.06658081120591594,0.0,0.08541980454631035,0.09224437116525333,0.08292021887104102,0.0,0.36988451642216463,美年健康,20210310
sh600201,0.0,0.0,0.0,0.13161733447698304,0.13952004812138596,0.09861594284368447,0.0,0.36975332544205347,生物股份,20210310
sz002045,0.006110178679360053,0.11289457582190579,0.0,0.07842955308911091,0.09221966210616928,0.08001481618474794,0.0,0.3696687858812939,国光电器,20210310
sh600893,0.00914440361506986,0.0,0.0,0.11239386770610435,0.1275824712610675,0.11964548806877391,0.0,0.3687662306510156,航发动力,20210310
sz002050,0.037386769807363496,0.09171755954074222,0.0,0.07633541802222672,0.09209605705216478,0.07068535075486021,6.432496738420653e-05,0.36828548014474166,三花智控,20210310
sz002541,0.0,0.06631043311440347,0.0,0.09894807862202433,0.0796556111792487,0.12290528946820262,0.0,0.3678194123838791,鸿路钢构,20210310
sh600885,0.044321067580597256,0.0,0.0,0.0858352029598716,0.12772961770994545,0.10932984950205918,0.00046983334387728636,0.3676855710963508,宏发股份,20210310
sz002920,0.09163087104217754,0.0,0.0,0.11078525389198957,0.06938335537862336,0.09584084027246842,0.0,0.36764032058525886,德赛西威,20210310
sh603129,0.018640290973387177,0.0,0.0,0.0949553431206129,0.11998067779915192,0.13392334532717143,0.0,0.3674996572203234,春风动力,20210310
sz000625,0.017875893056612364,0.08068243685808318,0.0,0.07447561121017233,0.09958691697138179,0.09476959726078005,0.00010590175232288186,0.3674963571093526,长安汽车,20210310
sz000902,0.009962667981980478,0.10444604700852392,0.0,0.06833403238869744,0.0952058492470791,0.08948547154416676,0.0,0.36743406817044766,新洋丰,20210310
sh600728,0.06254433933833417,0.0,0.0,0.09484905663020188,0.13070004296868923,0.07919763851868791,0.0,0.36729107745591316,佳都科技,20210310
sh603678,0.020612153385495414,0.0,0.0,0.10891349663414836,0.11468456876511363,0.12211789712361411,0.0007614010855056321,0.36708951699387715,火炬电子,20210310
sz000951,0.0,0.11952953608604919,0.0,0.04685991711684344,0.09437922668318689,0.10626927101156365,0.0,0.36703795089764313,中国重汽,20210310
sh600406,0.09157894841707818,0.0,0.0,0.023822015359721633,0.13603046075066383,0.11488231877339444,0.00013005021470207753,0.36644379351556017,国电南瑞,20210310
sh688012,0.053247427017574664,0.0,0.0,0.12024681865876839,0.10906980394677017,0.08297526338794024,0.0008550222701616855,0.3663943352812152,中微公司,20210310
sz000786,0.022667034816714938,0.06559894778055793,0.0,0.07694845888364645,0.09706281902657832,0.10393875883287097,0.0,0.36621601934036857,北新建材,20210310
sh688036,0.053247427017574664,0.0,0.0,0.09223278855034799,0.10866345210693239,0.11117283049739475,0.0008768058853493767,0.36619330405759914,传音控股,20210310
sh603712,0.04564469990891371,0.0,0.0,0.10169416703320629,0.1141334226296085,0.10437440970880199,0.0,0.3658466992805305,七一二,20210310
sz300003,0.09609671581020551,0.0,0.0,0.08765028948781202,0.06591728680196976,0.11566180241483208,0.00023361645854121614,0.36555971097336054,乐普医疗,20210310
sz000596,0.006752791780674597,0.10700739421036783,0.0,0.07347599838441173,0.10012993322198872,0.07804613436931439,0.0,0.36541225196675725,古井贡酒,20210310
sh600699,0.05773571940994811,0.0,0.0,0.09331410213907682,0.13124100423575322,0.08239406322454194,0.00041530359841442023,0.3651001926077345,均胜电子,20210310
sh600089,0.004476515284187098,0.09761578780360683,0.0,0.04614822740842659,0.1415055060980302,0.07509234669772939,0.0,0.3648383832919801,特变电工,20210310
sh603109,0.0,0.0,0.0,0.0,0.12028260943853497,0.10059523109583593,0.14285714285714285,0.3637349833915138,神驰机电,20210310
sz002001,0.028442280938995798,0.0877972901965385,0.0,0.061575593459817626,0.09327860585614317,0.09203119088711238,0.0003316841490449785,0.36345664548765244,新 和 成,20210310
sz000739,0.0,0.099181055538067,0.0,0.08420204038153246,0.09761358808117723,0.08091044652490217,0.0013215709391431103,0.363228701464822,普洛药业,20210310
sz000550,0.0,0.07627122778824091,0.0,0.08695964860451103,0.10092973353760933,0.09500050889742348,0.003747504235104239,0.362908623062889,江铃汽车,20210310
sh688208,0.0,0.0,0.0,0.11740054805564816,0.10700767572198033,0.13765973428077177,0.0,0.36206795805840025,道通科技,20210310
sz000858,0.006752791780674597,0.08637431952884744,0.0,0.07130014057297189,0.09593178803487244,0.10155611658432298,0.0,0.3619151565016894,五 粮 液,20210310
sh688111,0.0,0.0,0.0,0.1264543157558862,0.10787116564360466,0.12625035666749837,0.0013391471004342327,0.3619149851674235,金山办公,20210310
sh600315,0.007630689733116994,0.0,0.0,0.12084228893664853,0.1375650305797514,0.09558870032264609,0.0,0.36162670957216303,上海家化,20210310
sh603881,0.054955664132257984,0.0,0.0,0.12983063931103606,0.11238355754328212,0.0644033562093724,0.0,0.3615732171959486,数据港,20210310
sz000034,0.0,0.07057934511747666,0.0,0.09656554776573341,0.10351760839051073,0.08973402418837263,0.00034570546573665895,0.36074223092783003,神州数码,20210310
sz300558,0.07476328015633499,0.0,0.0,0.1206857051343796,0.045599346765279894,0.11911110787007466,0.00042735399396523244,0.36058679392003434,贝达药业,20210310
sh603806,0.025269135517140728,0.0,0.0,0.09243344351694087,0.11324900094911866,0.1294115723367441,0.0,0.36036315231994437,福斯特,20210310
sh688005,0.0319484562105448,0.0,0.0,0.12886141687156685,0.10922762877298234,0.0900285786120813,0.0,0.3600660804671753,容百科技,20210310
sh603893,0.053247427017574664,0.0,0.0,0.08795926391490497,0.11218339263997419,0.10611801011761192,0.0,0.3595080936900657,瑞芯微,20210310
sh688018,0.08519588322811948,0.0,0.0,0.10396740395692845,0.10895700324865772,0.061375077361001396,0.0,0.35949536779470703,乐鑫科技,20210310
sh601360,0.07743386696065059,0.0,0.0,0.058251347743623554,0.12451853252891816,0.09921418752697965,0.0,0.3594179347601719,三六零,20210310
sh603185,0.018355114080240847,0.0,0.0,0.10846268109912938,0.11946230422421283,0.1130798485643587,0.0,0.35935994796794174,上机数控,20210310
sh600196,0.05261754690028088,0.0,0.0,0.062098176139716396,0.13962159506302443,0.1049685106886803,0.0,0.35930582879170203,复星医药,20210310
sh688139,0.04259794161405974,0.0,0.0,0.07815168946301175,0.10757615119110757,0.12755115152106675,0.0033515100787756477,0.35922844386802144,海尔生物,20210310
sz002123,0.04990192976239752,0.0,0.0,0.12894623002100583,0.09030483157485913,0.08974169149709657,0.0,0.3588946828553591,梦网科技,20210310
sz000526,0.03873709321565538,0.04311601123103917,0.0,0.0980921286262989,0.10139860924873434,0.07666180953395701,0.0,0.35800565185568484,紫光学大,20210310
sh601231,0.08654764614910414,0.0,0.0,0.06779691469556504,0.12485814626881746,0.07775212438503924,0.0006131421730443423,0.3575679736715703,环旭电子,20210310
sz000069,0.006752791780674597,0.12337155688881503,0.0,0.04670098642379688,0.10296099241518557,0.07759956834994451,0.0,0.3573858958584166,华侨城Ａ,20210310
sz002456,0.09438089624280936,0.0,0.0,0.08467112103343136,0.08186485954922505,0.09604127030627997,0.00012920928231088452,0.3570873564140566,欧菲光,20210310
sz002014,0.0,0.1272135776915809,0.0,0.039761099534198215,0.09295921911577922,0.09707407957638023,0.0,0.35700797591793854,永新股份,20210310
sh603859,0.02098704185375488,0.0,0.0,0.10708910692127609,0.1126945901229458,0.11619521671517351,0.0,0.35696595561315025,能科股份,20210310
sz002151,0.08156926931191533,0.0,0.0,0.08640546707924832,0.08962748766987566,0.09916293388063824,0.0,0.3567651579416775,北斗星通,20210310
sh603396,0.008719061204312756,0.0,0.0,0.10923042494369739,0.11705170712023844,0.12142359518729036,0.0,0.35642478845553893,金辰股份,20210310
sz300474,0.07525390148792563,0.0,0.0,0.12069953584908917,0.04928454470647494,0.11109916457185628,0.0,0.35633714661534605,景嘉微,20210310
sz000671,0.0,0.08751269606300029,0.0,0.07037007051616626,0.098899921414928,0.09945678939452267,0.0,0.3562394773886172,阳 光 城,20210310
sh688002,0.02129897080702987,0.0,0.0,0.12264135238171785,0.10929523375730794,0.10165860341624476,0.0010815964787070154,0.35597575684100746,睿创微纳,20210310
sz300223,0.1090635367758692,0.0,0.0,0.08781524755436375,0.058819171076484864,0.0996515181448453,0.0,0.3553494735515631,北京君正,20210310
sz002821,0.07695234739403532,0.0,0.0,0.10374823409617337,0.07212474125146442,0.10129960071889924,0.0004301745792407152,0.35455509803981305,凯莱英,20210310
sh688019,0.02129897080702987,0.0,0.0,0.10020094970093944,0.10893443622146469,0.12388719230199623,0.0,0.35432154903143026,安集科技,20210310
sh600522,0.0916563059585538,0.0,0.0,0.034053581436501765,0.13438635271694235,0.0940879290248305,0.0,0.35418416913682843,中天科技,20210310
sh600570,0.06647298427736968,0.0,0.0,0.08699798871267216,0.1335614162854568,0.06675093739591552,0.0,0.3537833266714142,恒生电子,20210310
sz002351,0.05054445225768441,0.0,0.0,0.09300947101013393,0.08458285619000659,0.1256321836455125,0.0,0.3537689631033375,漫步者,20210310
sz002043,0.0,0.09033065655193676,0.0,0.08531908463319729,0.09226907624890099,0.08555235489339595,0.0,0.35347117232743097,兔 宝 宝,20210310
sh600481,0.06949012267213699,0.0,0.0,0.06416124063397445,0.1351065851620885,0.0845901723868027,0.0,0.35334812085500267,双良节能,20210310
sh688021,0.0,0.0,0.0,0.11574914943988389,0.10888929526737964,0.11701064734914143,0.011389692820206082,0.353038784876611,奥福环保,20210310
sh600988,0.0,0.0,0.0,0.10989311356084211,0.1265504977398655,0.1164203944749667,0.0,0.3528640057756743,赤峰黄金,20210310
sh603658,0.06759423279155051,0.0,0.0,0.10386480202113896,0.11497068073564823,0.06597530127992303,0.00044080105087296995,0.3528458178791337,安图生物,20210310
sh600323,0.05053827103428146,0.0,0.0,0.0634326737486026,0.13742207574326049,0.10083677358309436,0.0,0.3522297941092389,瀚蓝环境,20210310
sz002405,0.1060970611662624,0.0,0.0,0.09526654694140169,0.08319181077413114,0.06697472903239678,0.0,0.35153014791419196,四维图新,20210310
sz000998,0.0066781760603189435,0.08850877553038404,0.0,0.10961680960288414,0.09347482952393157,0.05262513625308802,0.0,0.35090372697060673,隆平高科,20210310
sz000876,0.0,0.12237547742143129,0.0,0.03516812941128711,0.09571433917304735,0.09731954104408991,0.0,0.35057748704985564,新 希 望,20210310
sh603039,0.039293882571788646,0.0,0.0,0.0803212749798467,0.12118643102339277,0.10916842171020238,0.0,0.3499700102852305,泛微网络,20210310
sh603127,0.05808080325957709,0.0,0.0,0.0939487718182454,0.12002383122628194,0.0769814011133326,0.0006187588568286273,0.3496535662742657,昭衍新药,20210310
sz000887,0.0,0.08893566673069134,0.0,0.08244876003635977,0.09549660604542949,0.0826437888796988,0.0,0.3495248216921794,中鼎股份,20210310
sh600004,0.0,0.0,0.0,0.09943893221633257,0.14283700283991269,0.10712232591837445,0.0,0.3493982609746197,白云机场,20210310
sh600073,0.0,0.08751269606300029,0.0,0.0,0.1417883188427584,0.11991154693120319,0.0,0.34921256183696187,上海梅林,20210310
sh600556,0.010649485403514935,0.0,0.0,0.11501425545157498,0.1338297348139446,0.08962749886879195,0.0,0.3491209745378265,天下秀,20210310
sz002138,0.0509512772514503,0.0,0.0,0.09838126742785545,0.08992891931649717,0.10899884578117934,0.0005963820866808371,0.34885669186366314,顺络电子,20210310
sh603076,0.0,0.0,0.0,0.12238159179013229,0.12079943885436042,0.10547327628694012,0.0,0.34865430693143284,乐惠国际,20210310
sh603267,0.009320145486693588,0.0,0.0,0.10962436627727282,0.11866119642731389,0.10925417879963578,0.0015704079926213202,0.3484302949835374,鸿远电子,20210310
sh603566,0.01928281346867406,0.0,0.0,0.10388894898215466,0.11608997804994822,0.10916589343581735,0.0,0.3484276339365943,普莱柯,20210310
sh603533,0.038565713416074954,0.0,0.0,0.0987390169875421,0.1163307482667341,0.09474413401644545,0.0,0.3483796126867966,掌阅科技,20210310
sz002973,0.009962667981980478,0.0,0.0,0.07934668947799255,0.06791660077587523,0.09996266824797867,0.09108027589217482,0.3482689023760017,侨银股份,20210310
sh688166,0.0,0.0,0.0,0.12797668802803705,0.10739440301288851,0.1052515910814924,0.0073041660570369905,0.34792684817945496,博瑞医药,20210310
sz000413,0.027063899509900957,0.11824886248512721,0.0,0.0,0.10223967517433248,0.10026563201692244,0.0,0.3478180691862831,东旭光电,20210310
sh688016,0.02129897080702987,0.0,0.0,0.10613122533465341,0.10900213041093101,0.1078044577659169,0.002599865983562147,0.3468366503020934,心脉医疗,20210310
sz300496,0.08550707345907486,0.0,0.0,0.12414891674674232,0.048329996613953444,0.08768578403073922,0.0004608163215283294,0.3461325871720382,中科创达,20210310
sz000403,0.0,0.06076084751040833,0.0,0.09575347379134337,0.10240278804965283,0.0858636792323701,0.0011544168356892699,0.34593520541946393,双林生物,20210310
sh603737,0.019506684331813847,0.0,0.0,0.10616547733077143,0.11380214077464083,0.10549497114009355,0.0,0.34496927357731966,三棵树,20210310
sz000651,0.02549216684846631,0.07925946619039213,0.0,0.05886365717604958,0.0992319011479574,0.08194254833831315,0.00013323394340386896,0.3449229736445824,格力电器,20210310
sz000338,0.016759664082874985,0.10245388807375644,0.0,0.04248464202178508,0.10249593361097846,0.08006732422130819,8.160580374678224e-05,0.34434305781444996,潍柴动力,20210310
sh603799,0.03240769906308073,0.0,0.0,0.11812554964379517,0.11333758822585736,0.08002055985749522,0.00029849962225092914,0.34418989641247943,华友钴业,20210310
sh600459,0.06317283879285181,0.0,0.0,0.034445742852573374,0.13543534767581752,0.11102012233448426,0.0,0.34407405165572696,贵研铂业,20210310
