,macroeconomic_policy_factor,public_opinion_factor,foreign_shareholder_factor,institution_expectation_factor,price_volume_factor,financial_factor,mutual_fund_factor,total_factor,name,update_date
sh688559,0.0,0.0,0.0,0.08485088045222246,0.10513225426618131,0.08866219330802931,0.0,0.2786453280264331,海目星,20210310
sz002738,0.0,0.0,0.0,0.10878709995429323,0.07432753932958473,0.09552902938683851,0.0,0.27864366867071644,中矿资源,20210310
sh600093,0.007630689733116994,0.024901986684593577,0.0,0.0,0.14144487691458724,0.10454920079692284,0.0,0.2785267541292207,易见股份,20210310
sh603319,0.0,0.0,0.0,0.06256090056411448,0.1180750876797975,0.09781433017431192,0.0,0.2784503184182239,湘油泵,20210310
sh601128,0.010649485403514935,0.0,0.0,0.06774987476673679,0.1254727162600758,0.07436037490897138,0.0,0.27823245133929886,常熟银行,20210310
sh600567,0.0,0.0,0.0,0.06019913173415794,0.13362335435553116,0.08423436276013556,0.0,0.2780568488498247,山鹰国际,20210310
sh600195,0.008719061204312756,0.0,0.0,0.05436138540188356,0.1396419012090627,0.07416023962815305,0.0010663718115845734,0.27794895925499663,中牧股份,20210310
sh688085,0.0,0.0,0.0,0.10092849600809782,0.10818842520108156,0.06881901137075593,0.0,0.2779359325799353,三友医疗,20210310
sh603010,0.0,0.0,0.0,0.04068489488138107,0.12174447822673563,0.11542033247197923,0.0,0.2778497055800959,万盛股份,20210310
sh600702,0.0,0.0,0.0,0.06361753152337216,0.13122021430132538,0.08289005182926633,0.0,0.2777277976539639,ST舍得,20210310
sz000686,0.0,0.09605052006914666,0.0,0.0,0.09861487669077652,0.08295435393296949,0.0,0.2776197506928927,东北证券,20210310
sh603626,0.0,0.0,0.0,0.060768906302558615,0.11527843478527025,0.09850643911514374,0.003037257155619493,0.2775910373585921,科森科技,20210310
sz002298,0.0,0.0,0.0,0.07316410668800152,0.08595881905967016,0.11840424208401557,0.0,0.27752716783168724,中电兴发,20210310
sh600732,0.0,0.0,0.0,0.07837149246301706,0.13061673971328075,0.06851796391428748,0.0,0.2775061960905853,爱旭股份,20210310
sh600345,0.05685555491356663,0.0,0.0,0.0,0.13707466857256545,0.08354932477787579,0.0,0.2774795482640079,长江通信,20210310
sh600495,0.06949012267213699,0.0,0.0,0.0,0.1349009541257306,0.07298508080257425,0.0,0.2773761576004419,晋西车轴,20210310
sh688311,0.0,0.0,0.0,0.08379361629062763,0.10643767868114803,0.08707054377030665,0.0,0.2773018387420823,盟升电子,20210310
sz000534,0.0,0.004126614936304079,0.0,0.09983870701796786,0.10123463554652297,0.07209399157786232,0.0,0.27729394907865723,万泽股份,20210310
sz002312,0.0,0.0,0.0,0.05853578921563434,0.08559677494613957,0.13315778329417402,0.0,0.27729034745594794,三泰控股,20210310
sz002389,0.030574821367475885,0.0,0.0,0.08934095916314184,0.08361339102047642,0.07375094532747993,0.0,0.27728011687857407,航天彩虹,20210310
sh601066,0.0,0.0,0.0,0.0693765655743339,0.1258958298794723,0.08199086077516318,0.0,0.2772632562289694,中信建投,20210310
sh603856,0.0,0.0,0.0,0.05740668683488755,0.11273899022407917,0.10711068408531912,0.0,0.27725636114428587,东宏股份,20210310
sz002080,0.006247480351699301,0.0,0.0,0.05310253633130459,0.09137716252112277,0.1264180507024552,0.0,0.27714522990658186,中材科技,20210310
sh603867,0.0,0.0,0.0,0.07302071105335307,0.11258355370763118,0.0914068685349313,0.0,0.27701113329591553,新化股份,20210310
sz002214,0.034921019178931346,0.0,0.0,0.062274424221501146,0.08803443332267925,0.09176958986427167,0.0,0.2769994665873834,大立科技,20210310
sh603966,0.0,0.0,0.0,0.07448617874986407,0.11131403816387657,0.09105755527783499,0.0,0.27685777219157565,法兰泰克,20210310
sh600600,0.0,0.0,0.0,0.06093333859122505,0.13298279163664245,0.08292432219959643,0.0,0.2768404524274639,青岛啤酒,20210310
sh601595,0.02827634384931527,0.0,0.0,0.026242935296639038,0.1240296563137448,0.09827667873653854,0.0,0.27682561419623763,上海电影,20210310
sh601636,0.0,0.0,0.0,0.08329227051943154,0.12368908991896714,0.06969930185399832,0.0,0.276680662292397,旗滨集团,20210310
sz000558,0.0,0.059622470976255476,0.0,0.0,0.10076534982588316,0.11629159424781631,0.0,0.27667941504995497,莱茵体育,20210310
sh600388,0.05685555491356663,0.0,0.0,0.02990887473958901,0.1363174050720934,0.053576486727440926,0.0,0.27665832145269,龙净环保,20210310
sz002803,0.0,0.0,0.0,0.08206306111607402,0.07259288277321466,0.12193039094023349,0.0,0.27658633482952216,吉宏股份,20210310
sh600060,0.014706523870560423,0.0,0.0,0.046383574124712265,0.142010386769192,0.07235005728933813,0.0010730293778855738,0.2765235714316884,海信视像,20210310
sz000750,0.0,0.09647741126945397,0.0,0.0,0.09758967799046328,0.08245639875005806,0.0,0.2765234880099753,国海证券,20210310
sz300769,0.009962667981980478,0.0,0.0,0.1367592032916824,0.03416717432084094,0.09561839414081973,0.0,0.27650743973532355,德方纳米,20210310
sh600640,0.05113646566921909,0.0,0.0,0.0,0.13229958585576376,0.09069660896228784,0.0022497962115325676,0.27638245669880324,号百控股,20210310
sz000150,0.0,0.04197763469688631,0.0,0.0,0.10275185342580646,0.13162879873522187,0.0,0.27635828685791464,宜华健康,20210310
sz000598,0.0,0.006261070937840672,0.0,0.039802288260345084,0.10008277827402683,0.13013330826811967,0.0,0.27627944574033225,兴蓉环境,20210310
sz300190,0.0066781760603189435,0.0,0.0,0.09717836423669123,0.05993706043813081,0.11200077639020947,0.0,0.2757943771253505,维尔利,20210310
sz000061,0.008719061204312756,0.07570203952116447,0.0,0.0,0.1031002942285044,0.08818033891501782,0.0,0.27570173386899943,农 产 品,20210310
sz002815,0.07947411279783127,0.0,0.0,0.047328982761620675,0.07230057865914694,0.06953418691402395,0.0070610093647031765,0.275698870497326,崇达技术,20210310
sh603288,0.0,0.0,0.0,0.06425417823686926,0.11848766910822191,0.09273362054113918,0.0,0.27547546788623034,海天味业,20210310
sz300562,0.013356352120637887,0.0,0.0,0.10188978514166142,0.04540982328703922,0.11032461026112661,0.0043687194403715145,0.27534929025083665,乐心医疗,20210310
sz002242,0.013624370774605052,0.0,0.0,0.06769437955783485,0.08734609122995872,0.10651315436058227,0.0,0.2751779959229809,九阳股份,20210310
sz002006,0.0066781760603189435,0.07812108965623928,0.0,0.0,0.093155841769882,0.09709565499414573,0.0,0.27505076248058596,精功科技,20210310
sz000544,0.0,0.058626391508871736,0.0,0.0,0.10104706213530776,0.11536123413913749,0.0,0.27503468778331697,中原环保,20210310
sz300036,0.037860606074672294,0.0,0.0,0.09083884702868467,0.06489723948767265,0.08056094476334182,0.0008463358584932062,0.2750039732128646,超图软件,20210310
sz002170,0.008719061204312756,0.0,0.0,0.08512510813722955,0.08914892604152796,0.09188367103729998,0.0,0.2748767664203703,芭田股份,20210310
sz002583,0.05569592906112558,0.0,0.0,0.08041360965413072,0.0785070017530452,0.06025002358335342,0.0,0.27486656405165494,海能达,20210310
sz300463,0.031143966121081446,0.0,0.0,0.06911385693054788,0.04975354037714037,0.1232197835693469,0.0014640563368070914,0.27469520333492364,迈克生物,20210310
sz002250,0.0,0.0,0.0,0.08776867699388516,0.08714147085813909,0.09947406508808432,0.0,0.27438421294010856,联化科技,20210310
sh688617,0.0,0.0,0.0,0.10941313267261371,0.10458011606577731,0.0603485268637383,0.0,0.27434177560212936,惠泰医疗,20210310
sh600185,0.0,0.0,0.0,0.02274646080578821,0.13982460799184118,0.11175777094994452,0.0,0.27432883974757394,格力地产,20210310
sh601985,0.00713856354594,0.0,0.0,0.04233250006530158,0.12217299684662161,0.10266588982663816,0.0,0.27430995028450134,中国核电,20210310
sz000623,0.0,0.06687962138147989,0.0,0.0,0.09961055999645006,0.10780397477143713,0.0,0.2742941561493671,吉林敖东,20210310
sz000878,0.0,0.08566283419500191,0.0,0.026941522588730216,0.09566597867606737,0.06586033485438167,0.0,0.27413067031418115,云南铜业,20210310
sz000667,0.01895619836262168,0.06730651258178721,0.0,0.0,0.09897111162082418,0.08880820581675887,0.0,0.27404202838199193,美好置业,20210310
sz300627,0.0066781760603189435,0.0,0.0,0.0907503861205458,0.042274226704473915,0.13420422719215724,0.0,0.2739070160774959,华测导航,20210310
sz300041,0.00713856354594,0.0,0.0,0.09074556966635486,0.06473654984767573,0.11128246860702537,0.0,0.27390315166699597,回天新材,20210310
sh600525,0.07539998586763591,0.0,0.0,0.0,0.13434515209717454,0.0641565521020886,0.0,0.273901690066899,长园集团,20210310
sh603359,0.0,0.0,0.0,0.030783335684002537,0.11750945657202323,0.12521531326996743,0.0,0.2735081055259932,东珠生态,20210310
sz000062,0.005229943426775229,0.07285609818578237,0.0,0.02623715774808405,0.1030770841348636,0.06606328501380138,0.0,0.27346356850930664,深圳华强,20210310
sh603377,0.015883533227627394,0.0,0.0,0.05902140761843292,0.11733517059586587,0.08112143257053259,0.0,0.27336154401245877,东方时尚,20210310
sz000927,0.0,0.07997095152423767,0.0,0.0,0.0947201086726662,0.0986265343676804,0.0,0.27331759456458427,中国铁物,20210310
sz300630,0.02922113098701338,0.0,0.0,0.09533844393679962,0.04211694494826068,0.10614997422517454,0.0003954328964868308,0.2732219269937351,普利制药,20210310
sz002651,0.0,0.0,0.0,0.10819815632716949,0.07664882099506905,0.0883221237910428,0.0,0.27316910111328135,利君股份,20210310
sh603920,0.0,0.0,0.0,0.09030466499694974,0.11178255280691347,0.07106381217424386,0.0,0.2731510299781071,世运电路,20210310
sh600612,0.01427712709188,0.0,0.0,0.047765000342055004,0.13275520819226194,0.07834788000433558,0.0,0.2731452156305325,老凤祥,20210310
sh600967,0.0,0.0,0.0,0.041495846289405836,0.12695105795661712,0.10464569444084186,0.0,0.2730925986868648,内蒙一机,20210310
sh603181,0.0,0.0,0.0,0.05035496286612453,0.11950553973356426,0.10297107270487443,0.0,0.27283157530456326,皇马科技,20210310
sh603987,0.0,0.0,0.0,0.06258527836266049,0.11100116982472885,0.09923303305035841,0.0,0.27281948123774774,康德莱,20210310
sz300623,0.0376131997432769,0.0,0.0,0.07981822202970928,0.04248268654204146,0.11218978875789785,0.0005972971218913415,0.2727011941948168,捷捷微电,20210310
sz300680,0.0,0.0,0.0,0.1211188207121014,0.03942064823481431,0.11214939677749007,0.0,0.27268886572440576,隆盛科技,20210310
sz002968,0.0,0.0,0.0,0.11002166386011365,0.06807064411700715,0.09457348119644253,0.0,0.2726657891735633,新大正,20210310
sz000718,0.0,0.08722810192946207,0.0,0.0,0.09804341028513226,0.08735204384154202,0.0,0.2726235560561363,苏宁环球,20210310
sz002396,0.06164206643134302,0.0,0.0,0.060724826138885885,0.08342912726129416,0.06599775074250712,0.0007451656645292835,0.27253893623855946,星网锐捷,20210310
sz002547,0.009743717157346905,0.08025554565777587,0.0,0.0,0.07949225654089616,0.1030469056612231,0.0,0.272538425017242,春兴精工,20210310
sz002972,0.009962667981980478,0.0,0.0,0.0,0.06794743345539443,0.055502765877169846,0.1390620566311735,0.27247492394571826,科安达,20210310
sz002949,0.0,0.0,0.0,0.08199653476219988,0.06859217347583217,0.1133670068197044,0.008315088459443115,0.2722708035171796,华阳国际,20210310
sh600063,0.0066781760603189435,0.0,0.0,0.036527793258280185,0.1419498351521514,0.08710880261205818,0.0,0.2722646070828087,皖维高新,20210310
sh600919,0.010649485403514935,0.0,0.0,0.05222791301666417,0.1272879708193937,0.08198480524308989,0.0,0.27215017448266265,江苏银行,20210310
sh603517,0.0,0.0,0.0,0.09421548540768616,0.1164838477798531,0.061391183673478095,0.0,0.2720905168610174,绝味食品,20210310
sh603997,0.0,0.0,0.0,0.08676266766481791,0.11079981621441554,0.07448982903724458,0.0,0.272052312916478,继峰股份,20210310
sz300590,0.04895339452555899,0.0,0.0,0.08317808679178199,0.044102484767389004,0.09581095600802965,0.0,0.27204492209275966,移为通信,20210310
sh688516,0.0,0.0,0.0,0.04280670870315965,0.1054765852432986,0.12375236108258503,0.0,0.27203565502904326,奥特维,20210310
sz000045,0.0,0.11796426835158902,0.0,0.0,0.10333224449909875,0.05066063079959019,0.0,0.27195714365027795,深纺织Ａ,20210310
sz002887,0.01526137946623399,0.0,0.0,0.07220446420748047,0.07028695176682652,0.11413866315543765,0.0,0.27189145859597863,绿茵生态,20210310
sh601233,0.0,0.0,0.0,0.07398844402244552,0.1248369317313742,0.07305007470869833,0.0,0.27187545046251804,桐昆股份,20210310
sh603026,0.0,0.0,0.0,0.07541171266297049,0.1214441287828465,0.07412696784245404,0.0007237096664898693,0.2717065189547609,石大胜华,20210310
sh600688,0.0,0.0,0.0,0.06382166900202947,0.13146960811715322,0.07639177676421863,0.0,0.2716830538834013,上海石化,20210310
sh603355,0.010649485403514935,0.0,0.0,0.031711470857357586,0.11759655603053704,0.1116381071854433,0.0,0.27159561947685285,莱克电气,20210310
sz000831,0.0066781760603189435,0.08950485499776778,0.0,0.0,0.09622128137684106,0.07915586560581037,0.0,0.2715601780407382,五矿稀土,20210310
sh600823,0.0,0.0,0.0,0.0837074632321825,0.12890433004851826,0.058939015375444645,0.0,0.2715508086561454,世茂股份,20210310
sh603639,0.019925335963960955,0.0,0.0,0.05063560212886243,0.11510262169652367,0.0857663816948018,0.0,0.2714299414841489,海利尔,20210310
sh600299,0.0,0.0,0.0,0.04449627099395683,0.13785077461120665,0.0890533412126921,0.0,0.2714003868178556,安迪苏,20210310
sz300238,0.03901516327352372,0.0,0.0,0.1137339117267051,0.05828774873202696,0.06035543571227984,0.0,0.27139225944453566,冠昊生物,20210310
sz002079,0.0409700217293349,0.044265843107275764,0.0,0.0,0.09140200893648649,0.09463583031111801,0.0,0.27127370408421514,苏州固锝,20210310
sh603630,0.0,0.0,0.0,0.06320237740182949,0.11521251933541694,0.09283459313186229,0.0,0.2712494898691087,拉芳家化,20210310
sh603214,0.008156742659552773,0.0,0.0,0.06494788043741358,0.11913781776274493,0.07894653604486762,0.0,0.2711889769045789,爱婴室,20210310
sh601968,0.0,0.0,0.0,0.04423922927951104,0.12223721899638584,0.10461917322473023,0.0,0.2710956215006271,宝钢包装,20210310
sz000889,0.009320145486693588,0.045108170165806656,0.0,0.04342503211462206,0.09544818208326841,0.07776871877293602,0.0,0.27107024862332674,中嘉博创,20210310
sh601390,0.006110178679360053,0.0,0.0,0.032734660644968674,0.12436982954149486,0.10766984645431803,0.0,0.27088451532014163,中国中铁,20210310
sh603699,0.025269135517140728,0.0,0.0,0.05449608046528491,0.11433197715115839,0.07674002176060726,0.0,0.2708372148941913,纽威股份,20210310
sh600720,0.0,0.0,0.0,0.038033673472396175,0.13086658654511812,0.10185236950301525,0.0,0.27075262952052953,祁连山,20210310
sz300095,0.0,0.0,0.0,0.0958775835197394,0.06304317614671504,0.11181571469517768,0.0,0.2707364743616321,华伍股份,20210310
sh603606,0.0,0.0,0.0,0.055220407202090774,0.11556386874312106,0.09994482895893836,0.0,0.2707291049041502,东方电缆,20210310
sh600233,0.02706257317509067,0.0,0.0,0.05429070427636679,0.13895088352657595,0.050399590882599425,0.0,0.27070375186063284,圆通速递,20210310
sh600123,0.0,0.0,0.0,0.018684862963294375,0.14085831040876873,0.11112158034474177,0.0,0.2706647537168049,兰花科创,20210310
sz002060,0.0,0.08041043338468468,0.0,0.0,0.09184854669038343,0.0983907962333396,0.0,0.2706497763084077,粤 水 电,20210310
sh600803,0.010649485403514935,0.0,0.0,0.06490696665838722,0.12928099985740427,0.06579008135534622,0.0,0.2706275332746526,新奥股份,20210310
sz300726,0.007630689733116994,0.0,0.0,0.1102305424073411,0.03674588010373623,0.1159297208251026,0.0,0.27053683306929693,宏达电子,20210310
sh605009,0.0,0.0,0.0,0.06747586342847993,0.11059828613120597,0.09243877120320763,0.0,0.2705129207628935,豪悦护理,20210310
sz002434,0.0,0.0,0.0,0.06477991948152505,0.08242396472901004,0.12330355124179564,0.0,0.27050743545233075,万里扬,20210310
sh600171,0.022649042734140912,0.0,0.0,0.0,0.140047797999373,0.10482209207449096,0.002936023334242814,0.2704549561422477,上海贝岭,20210310
sz300450,0.03333396502088195,0.0,0.0,0.1146487162428389,0.05030109339928155,0.07191796921965952,0.0002395212513091018,0.27044126513397104,先导智能,20210310
sz002194,0.06252327757802069,0.0,0.0,0.0,0.0885421175541444,0.11935505269796329,0.0,0.2704204478301284,武汉凡谷,20210310
sz002605,0.01928281346867406,0.0,0.0,0.07461139150029877,0.07792810209887154,0.09851661288540543,0.0,0.27033891995324977,姚记科技,20210310
sh603516,0.008719061204312756,0.0,0.0,0.0890731451873861,0.11650571168097809,0.05526685493433039,0.0007502715036349195,0.27031504451064226,淳中科技,20210310
sh688158,0.0,0.0,0.0,0.04535244874838787,0.10748529630130474,0.11737634705184483,0.0,0.27021409210153746,优刻得,20210310
sz300679,0.03574152250130765,0.0,0.0,0.09641346844268771,0.03947834264501004,0.0935162609154826,0.005012195721679505,0.2701617902261675,电连技术,20210310
sz000502,0.0,0.047669517367650564,0.0,0.0,0.10184296688910909,0.12052892517347631,0.0,0.27004140943023597,绿景控股,20210310
sz002705,0.010649485403514935,0.0,0.0,0.06980437718814216,0.0751831301412418,0.11437439245834914,0.0,0.270011385191248,新宝股份,20210310
sz002288,0.011850330648213494,0.0,0.0,0.09754765551132154,0.0862168125633863,0.07428376995407787,0.0,0.2698985686769992,超华科技,20210310
sh600804,0.02030761570194237,0.0,0.0,0.0,0.12926008531334138,0.12023025926838396,0.0,0.2697979602836677,鹏博士,20210310
sz300725,0.029159948165520342,0.0,0.0,0.11134440520944927,0.03680997505633396,0.09247266210868121,0.0,0.2697869905399848,药石科技,20210310
sh603818,0.0,0.0,0.0,0.09906239357460409,0.11304956049237481,0.057610635333820444,0.0,0.26972258940079935,曲美家居,20210310
sz002845,0.00713856354594,0.0,0.0,0.08095636724671845,0.07147702772468337,0.11001742996121508,0.0,0.2695893884785569,同兴达,20210310
sh601702,0.0,0.0,0.0,0.07901211252301062,0.12339076921273248,0.06717818004793445,0.0,0.2695810617836776,华峰铝业,20210310
sz000428,0.0,0.06446057124640509,0.0,0.0,0.10198307533752086,0.10313191368701866,0.0,0.26957556027094465,华天酒店,20210310
sz002675,0.020208935210456018,0.0,0.0,0.0807620708269969,0.0759750075259048,0.09260967855536413,0.0,0.2695556921187219,东诚药业,20210310
sh688521,0.0,0.0,0.0,0.09446679501406138,0.10538481999895298,0.0696547686388268,0.0,0.26950638365184115,芯原股份,20210310
sz300055,0.0,0.08367067526023442,0.0,0.0,0.06428467652086343,0.12150595956762003,0.0,0.26946131134871787,万邦达,20210310
sz300088,0.037192078573006035,0.0,0.0,0.08035873154751202,0.0632407043412369,0.08746410803519439,0.0011890982956217846,0.26944472079257115,长信科技,20210310
sh688186,0.0,0.0,0.0,0.050824500470620704,0.10718975217851318,0.11141676519047859,0.0,0.2694310178396125,广大特材,20210310
sz300001,0.01510368099098037,0.0,0.0,0.11789822896545808,0.0659805710330104,0.07022901702188335,0.0,0.2692114980113322,特锐德,20210310
sh600958,0.0,0.0,0.0,0.04578590194047503,0.1271195600112869,0.09621212716184357,0.0,0.2691175891136055,东方证券,20210310
sz300464,0.017438122408625512,0.0,0.0,0.10568838388192388,0.04971112334197167,0.0962177703222388,0.0,0.26905539995475986,星徽股份,20210310
sz000753,0.0,0.06446057124640509,0.0,0.0,0.09751792797193462,0.10694672747732506,0.0,0.26892522669566477,漳州发展,20210310
sz002071,0.0,0.07878557628682706,0.0,0.0,0.09160063291785338,0.09843028124420934,0.0,0.2688164904488898,*ST长城,20210310
sh603899,0.0,0.0,0.0,0.07783073381328517,0.11207211665459028,0.07880489981460231,0.0,0.2687077502824778,晨光文具,20210310
sz002084,0.020612153385495414,0.0,0.0,0.07707975233148986,0.09127773576664937,0.0796860182841963,0.0,0.26865565976783096,海鸥住工,20210310
sz300595,0.01720998879590498,0.0,0.0,0.09431137468112552,0.04385469813730849,0.11218224847821724,0.0010733474742288145,0.26863165756678503,欧普康视,20210310
sh600252,0.013506417247923782,0.0,0.0,0.0,0.13862526168345402,0.11648129417287033,0.0,0.26861297310424814,中恒集团,20210310
sz300073,0.026500767781367292,0.0,0.0,0.10968121129777464,0.06373203257632487,0.06679963929866267,0.0018481512108005453,0.26856180216493003,当升科技,20210310
sh600476,0.06949012267213699,0.0,0.0,0.0,0.13520935604986753,0.06382919673184466,0.0,0.2685286754538492,湘邮科技,20210310
sh600731,0.0,0.0,0.0,0.058244711981061965,0.13063756749725644,0.07961434514495085,0.0,0.26849662462326923,湖南海利,20210310
sh600990,0.025040340257147613,0.0,0.0,0.04578435244705755,0.1265083032451315,0.07113058292245328,0.0,0.26846357887178995,四创电子,20210310
sh600873,0.0,0.0,0.0,0.04679653151284368,0.12796070880527957,0.09367551402502526,0.0,0.2684327543431485,梅花生物,20210310
sh688333,0.02129897080702987,0.0,0.0,0.056959493313271374,0.10627780327605789,0.08051266193114903,0.003261355938311907,0.26831028526582007,铂力特,20210310
sz002901,0.031033882518286662,0.0,0.0,0.06991151301482472,0.06989658857964667,0.09744521439242974,0.0,0.2682871985051878,大博医疗,20210310
sz002967,0.009962667981980478,0.0,0.0,0.10375382040048096,0.0681014168727769,0.08318117219378567,0.0032455208905996626,0.26824459833962366,广电计量,20210310
sz000663,0.0,0.04695803203380504,0.0,0.0,0.09904227357172386,0.12223854169715163,0.0,0.26823884730268055,*ST永林,20210310
sz002011,0.0,0.0785479808565466,0.0,0.0,0.09303298156007879,0.09657708757454324,0.0,0.26815804999116866,盾安环境,20210310
sz300740,0.008719061204312756,0.0,0.0,0.11929995602110355,0.03596284228575877,0.1041331465432388,0.0,0.26811500605441385,御家汇,20210310
sz002005,0.0,0.09790038193714504,0.0,0.0,0.0931804022632833,0.07677768313889162,0.0,0.26785846733931995,ST德豪,20210310
sh688233,0.0,0.0,0.0,0.08441474437766754,0.10682544346189751,0.07657084377367039,0.0,0.26781103161323544,神工股份,20210310
sh600197,0.007630689733116994,0.0,0.0,0.04643970005108834,0.13960128783683312,0.07403785665755144,0.0,0.2677095342785899,伊力特,20210310
sz300007,0.012522737568181426,0.0,0.0,0.08460901668355944,0.0657905558171962,0.10473990622835536,0.0,0.2676622162972924,汉威科技,20210310
sz002878,0.009962667981980478,0.0,0.0,0.07712004719255708,0.07055615485831851,0.11001093946972405,0.0,0.2676498095025801,元隆雅图,20210310
sz000585,0.0,0.07186001871839862,0.0,0.0,0.10034198121176884,0.09538591826587883,0.0,0.26758791819604627,*ST东电,20210310
sh601377,0.0,0.0,0.0,0.04757773200154559,0.12441232371293254,0.0954952047075081,0.0,0.2674852604219862,兴业证券,20210310
sz000587,0.0,0.07442136592024251,0.0,0.0,0.10029488049703632,0.09255839902523663,0.0,0.26727464544251545,*ST金洲,20210310
sz002614,0.007630689733116994,0.0,0.0,0.07863511815443423,0.07767903549484781,0.10332391707430778,0.0,0.26726876045670683,奥佳华,20210310
sh600875,0.0,0.0,0.0,0.04488020945616219,0.12791870484911436,0.09437520624727957,0.0,0.2671741205525561,东方电气,20210310
sz300715,0.0,0.0,0.0,0.10329253348440323,0.037441735122609086,0.12642950041094175,0.0,0.2671637690179541,凯伦股份,20210310
sz000422,0.0,0.09021634033161331,0.0,0.0,0.10207642404678302,0.07459935962968293,0.0,0.26689212400807927,ST宜化,20210310
sz300348,0.03725299742779483,0.0,0.0,0.09962658185391934,0.05422505480756095,0.07472931118728858,0.001042050129379468,0.2668759954059432,长亮科技,20210310
sh601995,0.0,0.0,0.0,0.053792271670919295,0.1220445091091358,0.09103540639639002,0.0,0.2668721871764451,中金公司,20210310
sh600023,0.0,0.0,0.0,0.007810969868859236,0.14251462476619192,0.11653695704191448,0.0,0.26686255167696565,浙能电力,20210310
sz002127,0.01569714588704817,0.0,0.0,0.06647478509685341,0.09020468291996578,0.09448119305766993,0.0,0.26685780696153727,南极电商,20210310
sz300613,0.034318809388959565,0.0,0.0,0.11989065126813728,0.0429466551545757,0.06849755541994378,0.0011446258633219083,0.26679829709493824,富瀚微,20210310
sh603155,0.0,0.0,0.0,0.0731727716340763,0.11985117669621773,0.07373639456427576,0.0,0.2667603428945698,新亚强,20210310
sh603323,0.0,0.0,0.0,0.047780727203181966,0.11798814652607717,0.10088063353744889,0.0,0.266649507266708,苏农银行,20210310
sz002908,0.007630689733116994,0.0,0.0,0.11435249601405387,0.06971580812392272,0.07494014077349125,0.0,0.26663913464458483,德生科技,20210310
sh600030,0.0,0.0,0.0,0.06960545165896484,0.14239366590638197,0.05448426456038187,6.195849701221264e-06,0.26648957797542994,中信证券,20210310
sh600108,0.0,0.040127772828887937,0.0,0.003995206927906084,0.14116181675144293,0.08115140852579636,0.0,0.2664362050340333,亚盛集团,20210310
sz000685,0.0,0.06189922404456119,0.0,0.0,0.09863864783180895,0.10584594668750807,0.0,0.2663838185638782,中山公用,20210310
sz002444,0.005909863195498923,0.0,0.0,0.06496518120117742,0.08215805153023893,0.11331478168085385,0.0,0.2663478776077691,巨星科技,20210310
sz002042,0.0,0.058910985642409965,0.0,0.0303709065521893,0.0922937773607314,0.08469590544738571,0.0,0.26627157500271637,华孚时尚,20210310
sh600148,0.0,0.0,0.0,0.0,0.14047352878814953,0.12576374379688143,0.0,0.26623727258503094,长春一东,20210310
sz002332,0.0,0.0,0.0,0.0724698475828601,0.08507781532184333,0.10666409828089139,0.00200700632857965,0.26621876751417445,仙琚制药,20210310
sz000957,0.0,0.061187738710715645,0.0,0.0,0.09428169976394801,0.11057451259992032,0.0,0.266043951074584,中通客车,20210310
sh601601,0.006752791780674597,0.0,0.0,0.06580736653119809,0.12394455170251036,0.06936727347441403,0.000135048662039817,0.26600703215083693,中国太保,20210310
sz002012,0.0,0.07883257499008481,0.0,0.0,0.09300839794542982,0.09405776658549032,0.0,0.26589873952100496,凯恩股份,20210310
sz002152,0.0762997300381139,0.0,0.0,0.027335003348608545,0.08960233995252968,0.07205762821684425,0.00056893337727847,0.26586363493337484,广电运通,20210310
sz000573,0.0,0.07086393925101486,0.0,0.0,0.1004596805361706,0.09452293149976623,0.0,0.26584655128695167,粤宏远Ａ,20210310
sh600812,0.02722060530359327,0.0,0.0,0.028684804112807306,0.12911364549817791,0.08081723278857725,0.0,0.2658362877031557,华北制药,20210310
sh600547,0.006110178679360053,0.0,0.0,0.041590123231785875,0.13397412833144318,0.083836985309745,0.00028310139491577365,0.26579451694724987,山东黄金,20210310
sz000918,0.0,0.06502975951348153,0.0,0.0,0.09491457797082498,0.10584371223404705,0.0,0.26578804971835357,嘉凯城,20210310
sz002916,0.08432845002937668,0.0,0.0,0.03055327179474487,0.06950440139816687,0.08089215769757133,0.0004834515128484228,0.2657617324327081,深南电路,20210310
sz300503,0.010649485403514935,0.0,0.0,0.10438423814949731,0.04802140156508777,0.10258031914031078,0.0,0.2656354442584108,昊志机电,20210310
sz002918,0.0,0.0,0.0,0.09849195817170323,0.06944390051417865,0.09767680847977785,0.0,0.26561266716565973,蒙娜丽莎,20210310
sz300896,0.0,0.0,0.0,0.13329262840270442,0.02250778159417561,0.1097155588866264,0.0,0.2655159688835064,爱美客,20210310
sz002019,0.04980492895938411,0.040127772828887937,0.0,0.019348820831405576,0.09286081495782775,0.06336585275668394,0.0,0.2655081903341893,亿帆医药,20210310
sz000981,0.0,0.08068243685808318,0.0,0.0,0.09376870947733076,0.09100519295869912,0.0,0.26545633929411305,*ST银亿,20210310
sz300035,0.010649485403514935,0.0,0.0,0.11190998165384043,0.06492933417169068,0.07794149432192878,0.0,0.2654302955509748,中科电气,20210310
sz000400,0.024182900423514477,0.026467254419053746,0.0,0.018073132412164673,0.10247265142359234,0.09412826433580387,0.0,0.26532420301412907,许继电气,20210310
sh600343,0.05685555491356663,0.0,0.0,0.0,0.1370951133830937,0.07135255358396966,0.0,0.26530322188062994,航天动力,20210310
